cited_by_fbwalls_count,cited_by_feeds_count,cited_by_gplus_count,cited_by_msm_count,cited_by_posts_count,cited_by_rdts_count,cited_by_tweeters_count,cited_by_videos_count,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,altmetric_id
2,0,0,0,22,0,12,4,"['60', '3', 0, '3806177']","['0', '0', 0, '61459']","['0', '0', 0, '1323']","['0', '0', 0, '0']","['0', '0', 0, '3462']",4561357
0,0,0,0,9,0,5,4,"['1156', '1248494', '988708', '10197586']","['28', '9915', '43809', '95574']","['0', '931', '978', '4918']","['0', '0', '0', '0']","['4', '303', '1635', '9265']",45684975
5,5,2,21,322,0,267,4,"['163057', '1387', '157958', '11030']","['6496', '15', '4193', '178']","['69', '0', '61', '1']","['0', '0', '0', '0']","['373', '1', '645', '9']",4587724
0,0,0,0,5,0,1,4,"['78', '3059', 0, 0]","['7', '375', 0, 0]","['1', '13', 0, 0]","['0', '0', 0, 0]","['2', '71', 0, 0]",4588731
0,1,0,1,11,0,4,4,"['77', '3010', 0, 0]","['7', '373', 0, 0]","['1', '12', 0, 0]","['0', '0', 0, 0]","['2', '71', 0, 0]",4588732
0,0,0,2,9,0,3,1,"['2564', '5315', '817', '124310']","['218', '273', '57', '2515']","['2', '5', '1', '191']","['0', '0', '0', '0']","['18', '30', '4', '106']",45914283
28,25,12,115,1377,0,1055,4,"['3917', '157225', '2407', '969']","['502', '7226', '116', '27']","['2', '58', '1', '1']","['0', '0', '0', '0']","['44', '440', '5', '6']",4601305
3,7,1,6,37,0,4,3,"['5340', '3423', '13728', '2816']","['384', '19', '109', '56']","['10', '52', '8', '2']","['0', '0', '0', '0']","['220', '107', '34', '29']",460482
0,2,0,0,15,0,9,1,"['179', '147', '159', '313']","['2', '3', '3', '8']","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '1', '0', '0']",46104171
1,3,1,5,81,1,56,4,"['84690', '20', '35', '11634']","['5795', '0', '1', '491']","['330', '0', '0', '27']","['0', '0', '0', '0']","['1611', '0', '0', '116']",461164
2,1,2,4,34,2,18,4,"['112', '163', '25463', '18969']","['8', '6', '3647', '942']","['1', '0', '21', '144']","['0', '0', '0', '0']","['5', '1', '206', '129']",462101
0,2,1,0,52,0,30,3,"['155', '9005', '7672', '6307']","['8', '252', '239', '180']","['2', '225', '432', '155']","['0', '0', '0', '0']","['2', '345', '531', '216']",4622325
1,1,1,14,33,0,8,4,"['213', 0, '338510', '1936']","['5', 0, '10907', '29']","['2', 0, '942', '3']","['0', 0, '0', '0']","['9', 0, '827', '0']",462426
48,1,7,2,129,0,48,1,"['3936', '5762', '1119', '1675']","['124', '104', '45', '54']","['1', '3', '0', '2']","['0', '0', '0', '0']","['61', '31', '24', '13']",462690
0,0,1,0,21,0,9,1,"['196', '288', '125', '216']","['4', '6', '5', '8']","['0', '1', '2', '1']","['0', '0', '0', '0']","[0, 0, 0, 0]",46283742
2,0,0,0,8,0,2,3,"['12269', '1905', '62', 0]","['357', '88', '0', 0]","['20', '5', '0', 0]","['0', '0', '0', 0]","['43', '5', '0', 0]",4628796
3,0,0,5,40,0,26,3,"['28', '372', '201', '63']","['6', '20', '6', '5']","['0', '0', '0', '1']","['0', '0', '0', '0']","['0', '2', '54', '0']",46295895
0,0,0,0,11,0,7,1,"['241', '223', '156', '310']","['3', '3', '4', '8']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '1', '1', '1']",46320444
1,0,0,4,19,0,7,4,"['12', '115151', '75', '198', '30']","['0', '5984', '7', '28', '0']","['0', '198', '0', '0', '0']","['0', '0', '0', '0', '0']","['0', '1453', '10', '9', '0']",46325646
1,2,1,7,145,0,105,2,"['6308', '4', 0, '19367']","['162', '0', 0, '180']","['3', '0', 0, '17']","['0', '0', 0, '0']","['37', '0', 0, '23']",46336945
0,0,0,0,6,0,2,4,"['66', '68', 0, '1948453']","['1', '0', 0, '46639']","['1', '0', 0, '1256']","['0', '0', 0, '0']","['0', '0', 0, '8067']",4643058
8,5,4,184,1153,4,756,4,"['3661', '1128', '78', '19170']","['189', '109', '1', '1290']","['11', '1', '0', '10']","['0', '0', '0', '0']","['29', '30', '0', '239']",46479904
1,0,0,0,18,0,13,4,"['65', '68', 0, '1946548']","['1', '0', 0, '46590']","['1', '0', 0, '1254']","['0', '0', 0, '0']","['0', '0', 0, '8053']",4648980
11,12,1,102,2146,2,1966,4,"['3917', '21', '12', '157225']","['502', '0', '1', '7226']","['2', '0', '0', '58']","['0', '0', '0', '0']","['44', '0', '0', '440']",46507020
35,4,5,8,429,1,302,4,"['13951', '122', '3800', '2826']","['1931', '15', '394', '317']","['14', '0', '5', '1']","['0', '0', '0', '0']","['447', '0', '49', '22']",4652875
4,10,9,7,132,0,88,4,"['332', '109225', '39', '57']","['30', '4341', '3', '1']","['3', '48', '1', '0']","['0', '0', '0', '0']","['4', '566', 0, '0']",465350
10,3,0,1,832,0,527,2,"['10', '27', '35', '89']","['0', '2', '3', '5']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",46562585
0,1,1,2,76,0,56,1,"['1506', '3226', '28951', '5994']","['14', '17', '262', '29']","['0', '3', '12', '0']","['0', '0', '0', '0']","['0', '1', '12', '1']",4660160
0,1,0,0,10,0,1,1,"['224', '7188', '734', '294']","['1', '30', '6', '6']","['0', '1', '0', '0']","['0', '0', '0', '0']","['2', '2', '0', '0']",4661028
1,2,0,1,22,1,7,4,"['52', '31', '27615', '1182206']","['3', '1', '2125', '23460']","['0', '1', '89', '518']","['0', '0', '0', '0']","['0', '6', '274', '2325']",4668977
14,13,7,13,139,0,63,4,"['29451', '34377', '6542', '226']","['1390', '2968', '202', '12']","['41', '36', '4', '5']","['0', '0', '0', '0']","['246', '78', '28', '1']",467511
29,4,6,6,221,0,84,4,"['3', '34', 0, '37991']","['0', '5', 0, '1498']","['0', '0', 0, '189']","['0', '0', 0, '0']","[0, '2', 0, '304']",467624
20,33,9,177,1796,2,1366,4,"['1937', '6396', '2582', '14348']","['293', '657', '46', '829']","['1', '1', '2', '17']","['0', '0', '0', '0']","['31', '55', '2', '89']",46833965
2,0,0,1,10,0,1,1,"['391', '273', '440', '961']","['2', '1', '3', '2']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",4685603
0,0,0,0,9,0,3,4,"['60', '3', 0, '3807441']","['0', '0', 0, '61479']","['0', '0', 0, '1324']","['0', '0', 0, '0']","['0', '0', 0, '3461']",4701115
0,0,0,0,6,0,2,4,"['66', '68', 0, '1948453']","['1', '0', 0, '46639']","['1', '0', 0, '1256']","['0', '0', 0, '0']","['0', '0', 0, '8067']",4706402
5,2,0,2,100,0,81,4,"['219', 0, '144', '2216']","['10', 0, '9', '119']","['0', 0, '0', '0']","['0', 0, '0', '0']","['4', 0, '4', '14']",471722
0,1,0,10,150,0,1,3,"['531', '896', '98001', '1361']","['12', '19', '2679', '8']","['0', '0', '372', '1']","['0', '0', '0', '0']","['3', '7', '791', '2']",471867
0,1,0,5,17,0,0,5,"['350', '278364', '1663', '12262', '111600']","['31', '13474', '97', '339', '1829']","['9', '440', '5', '8', '45']","['0', '0', '0', '0', '0']","['9', '1305', '9', '40', '118']",4728051
3,1,0,1,12,0,1,3,"['117150', '212435', '6822', '8059']","['5391', '14552', '400', '557']","['50', '149', '10', '8']","['0', '0', '0', '0']","['395', '943', '29', '20']",4728054
28,22,54,82,2716,14,1463,4,"['70132', '48039', '2382067', '10926']","['6017', '3461', '75975', '514']","['322', '56', '1732', '10']","['0', '0', '0', '0']","['1451', '510', '8890', '54']",4728795
57,48,29,50,1876,6,1504,4,"[0, '151136', '191403', '313']","[0, '5793', '6348', '5']","[0, '132', '481', '0']","[0, '0', '0', '0']","[0, '357', '765', '5']",4730769
2,2,0,0,35,0,22,1,"['12128', '9945', '2500', '1979']","['340', '233', '80', '51']","['8', '3', '3', '1']","['0', '0', '0', '0']","['88', '56', '14', '11']",4733491
0,0,0,0,6,0,2,3,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",473883
24,2,2,17,426,0,308,4,"['3255', '173411', 0, '1847']","['127', '5636', 0, '83']","['2', '151', 0, '3']","['0', '0', 0, '0']","['46', '384', 0, '42']",4740867
5,1,0,1,275,0,235,2,"['3289', '713', '1756', '2659']","['128', '23', '73', '72']","['2', '2', '2', '46']","['0', '0', '0', '0']","['46', '30', '41', '103']",4742000
77,36,10,124,1375,4,877,3,"['6225', '4450', '260', '11220']","['326', '158', '5', '108']","['4', '5', '0', '2']","['0', '0', '0', '0']","['45', '21', '1', '1']",4744733
21,6,19,45,967,3,758,4,"['195792', '30297', '469731', '64']","['10315', '1695', '10340', '2']","['113', '56', '359', '0']","['0', '0', '0', '0']","['940', '181', '1686', '0']",4746589
1,0,0,0,9,0,4,4,"['60', '3', 0, '3807440']","['0', '0', 0, '61479']","['0', '0', 0, '1324']","['0', '0', 0, '0']","['0', '0', 0, '3461']",4748253
1,2,1,1,38,0,27,2,"['76263', '1741', '599', '1323']","['3110', '75', '28', '70']","['457', '5', '1', '2']","['0', '0', '0', '0']","['582', '35', '18', '60']",4762589
2,0,0,0,11,0,2,1,"['28467', '808', '656', '1396']","['486', '28', '41', '38']","['81', '3', '1', '2']","['0', '0', '0', '0']","['99', '33', '41', '31']",4763593
3,0,1,0,52,0,39,4,"['484758', 0, '715334', '12438']","['12232', 0, '21981', '96']","['237', 0, '277', '23']","['0', 0, '0', '0']","['973', 0, '1376', '51']",4772271
6,10,1,19,72,0,23,4,"['30403', '5402', '4', '218']","['1634', '986', '0', '10']","['25', '4', '0', '2']","['0', '0', '0', '0']","['89', '20', '0', '1']",477261
2,2,25,7,60,0,13,4,"['149', '14', '363', '9462']","['8', '2', '17', '209']","['0', '0', '0', '10']","['0', '0', '0', '0']","['3', '0', '5', '41']",4776237
132,27,26,86,2650,2,1944,4,"['12', '9561', '429', '123165']","['0', '253', '4', '740']","['0', '81', '31', '12']","['0', '0', '0', '0']","['0', '204', '176', '45']",4784698
3,2,0,1,66,0,22,3,"['13070', '27849', '422', '734']","['148', '381', '12', '41']","['9', '26', '0', '1']","['0', '0', '0', '0']","['6', '14', '14', '8']",47880366
6,9,0,7,51,0,16,4,"['240', '381', '751', '506497']","['27', '47', '54', '14485']","['2', '0', '0', '175']","['0', '0', '0', '0']","['5', '1', '9', '375']",479220
6,9,30,37,2356,3,2116,3,"['10', '3771', '20985', 0]","['0', '130', '520', 0]","['0', '3', '10', 0]","['0', '0', '0', 0]","['0', '14', '42', 0]",4795077
19,25,34,63,688,2,499,4,"['34', '420', '4244547', '22765']","['6', '28', '70885', '277']","['0', '0', '2187', '6']","['0', '0', '0', '0']","['0', '11', '9543', '24']",4798007
16,0,1,0,218,0,177,3,"['28', '63', '330595', 0]","['6', '5', '6360', 0]","['0', '1', '214', 0]","['0', '0', '0', 0]","['0', '0', '636', 0]",481639
4,2,0,2,25,0,9,4,"['191', '15329', '88459', '13876']","['9', '226', '1653', '275']","['0', '11', '51', '50']","['0', '0', '0', '0']","['3', '32', '123', '61']",482545
0,0,0,2,9,0,2,4,"['295391', '964', '1316', '10081984']","['5136', '1', '7', '93782']","['511', '3', '4', '5218']","['0', '0', '0', '0']","['1123', '0', '0', '11562']",4827505
0,1,0,1,12,0,1,4,"[0, '1837', '328', '150110']","[0, 0, '43', '1767']","[0, 0, '0', '340']","[0, '0', '0', '0']","[0, '7', '53', '579']",4829716
24,3,8,4,333,0,265,3,"['65906', '252748', '12304', '21636']","['1824', '4194', '370', '183']","['65', '454', '10', '26']","['0', '0', '0', '0']","['45', '438', '61', '36']",4833472
2,0,0,0,53,0,33,2,"['29', '24', '98', '60']","['4', '3', '11', '6']","['0', '4', '6', '0']","['0', '0', '0', '0']","['7', '2', '5', '9']",48357348
6,1,0,5,23,0,7,4,"['41', '1106', '9791', '632']","['3', '49', '73', '15']","['2', '1', '4', '8']","['0', '0', '0', '0']","['10', '10', '5', '3']",483994
2,0,0,2,21,0,13,3,"['15', '10', 0, 0]","['2', '1', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",484000
2,1,1,1,33,0,23,3,"['1137', '376', '599', '729']","['131', 0, '28', '38']","['4', 0, '1', '1']","['0', '0', '0', '0']","['20', '8', '18', '20']",4841300
2,0,0,0,47,0,38,4,"['60', '3', 0, '3806039']","['0', '0', 0, '61459']","['0', '0', 0, '1323']","['0', '0', 0, '0']","['0', '0', 0, '3462']",4846427
17,0,2,13,434,0,286,4,"['153', '5095', '38512', '1416']","['55', '270', '2609', '134']","['0', '11', '404', '0']","['0', '0', '0', '0']","['7', '38', '526', '0']",4848410
69,15,6,113,4309,0,3724,4,"['2929', '246', '105825', '2168']","['156', '1', '2336', '51']","['1', '0', '96', '5']","['0', '0', '0', '0']","['33', '0', '181', '4']",48489004
33,11,6,157,2693,1,2285,4,"['16494', '2929', '246', '105825']","['913', '156', '1', '2336']","['54', '1', '0', '96']","['0', '0', '0', '0']","['95', '33', '0', '181']",48489005
18,14,9,110,2070,2,1772,4,"['4586', '246', '105825', '2168']","['164', '1', '2336', '51']","['3', '0', '96', '5']","['0', '0', '0', '0']","['73', '0', '181', '4']",48489010
0,0,0,4,40,0,24,1,"['6875', '71', '64', '1174']","['13', '0', '0', '2']","['3', '0', '1', '0']","['0', '0', '0', '0']","['3', '0', '0', '0']",48517691
1,1,0,0,31,0,20,3,"['446', '160', '32', '106']","['19', '2', '0', '0']","['3', '1', '0', '0']","['0', '0', '0', '0']","['164', '2', '1', '0']",4855106
10,0,0,5,95,0,62,4,"['3757', '410', 0, '108']","['235', '9', 0, '1']","['1', '0', 0, '0']","['0', '0', 0, '0']","['22', '0', 0, '0']",485622
4,11,1,30,136,1,68,4,"['37314', '55', '230921', '3545']","['2108', '6', '7277', '10']","['28', '0', '84', '0']","['0', '0', '0', '0']","['178', '1', '389', '2']",486013
7,4,2,16,62,0,26,4,"['5035', '1167', 0, '64162']","['317', '71', 0, '1141']","['5', '0', 0, '33']","['0', '0', 0, '0']","['5', '11', 0, '103']",486256
2,0,2,46,63,0,9,4,"['892', '11773', '236', '3329']","['40', '786', '4', '90']","['4', '10', '2', '5']","['0', '0', '0', '0']","['10', '112', '0', '18']",4866518
1,0,1,3,150,0,110,4,"['122', '576', '4800', 0]","['15', '42', '77', 0]","['0', '1', '4', 0]","['0', '0', '0', 0]","['0', '7', '26', 0]",4872735
1,0,1,3,62,0,42,1,"['1078', '1867', 0, '7507']","['63', '106', 0, '151']","['3', '3', 0, '6']","['0', '0', 0, '0']","['23', '97', 0, '36']",4877786
4,0,0,0,86,0,60,2,"['7864', '3084', '1699', 0]","['471', '254', '82', 0]","['72', '4', '13', 0]","['0', '0', '0', 0]","['72', '60', '7', 0]",4877975
0,0,0,1,14,0,3,3,"['38729', '331413', '49646', 0]","['2612', '6372', '1644', 0]","['405', '214', '173', 0]","['0', '0', '0', 0]","['532', '636', '758', 0]",4891120
7,0,0,2,53,2,36,3,"['51', '46', 0, 0]","['13', '13', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",4892204
6,4,1,24,213,0,158,4,"['3161', '6285', '1806', '258']","['127', '163', '73', '5']","['4', '4', '9', '0']","['0', '0', '0', '0']","['12', '35', '15', '2']",4892312
8,0,1,4,68,0,35,3,"['206084', '13160', '228', '2868']","['3279', '208', '8', '9']","['146', '12', '6', '25']","['0', '0', '0', '0']","['723', '56', '6', '13']",4892313
30,0,0,4,148,0,97,4,"['16271', '30420', '63', '892']","['2153', '1642', '2', '43']","['9', '105', '0', '1']","['0', '0', '0', '0']","['216', '266', '0', '52']",4892811
27,12,2,128,963,4,677,4,"['436', '77', '17', 0]","['27', '6', '0', 0]","['0', '2', '0', 0]","['0', '0', '0', 0]","['3', '6', '0', 0]",48931059
5,11,7,131,366,3,169,4,"['3423', '15356', '936', '4587']","['209', '429', '79', '406']","['3', '5', '0', '5']","['0', '0', '0', '0']","['45', '109', '23', '48']",48939497
15,1,2,11,129,0,73,4,"['325', '33448', '70867', '8']","['25', '1478', '309', '0']","['1', '73', '163', '0']","['0', '0', '0', '0']","['5', '212', '24', '0']",491207
0,1,0,2,14,0,6,4,"['2217', '45531', '1339', '38595']","['55', '500', '62', '1532']","['1', '38', '2', '46']","['0', '0', '0', '0']","['4', '105', '8', '261']",4916065
28,11,4,95,318,0,136,4,"['21', '12571', '12287', '307852']","['2', '215', '247', '8683']","['0', '8', '10', '104']","['0', '0', '0', '0']","['1', '30', '26', '1114']",4918071
9,1,0,1,370,0,326,4,"['3810', '44563', '4425', '12850']","['147', '1357', '81', '245']","['2', '27', '5', '16']","['0', '0', '0', '0']","['19', '41', '6', '113']",492644
38,0,0,2,3408,0,3220,4,"['4570', '2557', '9203', '112']","['406', '89', '627', '3']","['26', '16', '10', '0']","['0', '0', '0', '0']","['146', '28', '97', '4']",49269117
5,0,4,6,64,0,32,4,"['12', '58', '29', '852']","['0', '10', '0', '48']","['0', '1', '0', '2']","['0', '0', '0', '0']","['0', '0', '0', '6']",4935123
0,0,0,0,5,0,1,4,"['546', '201', '1032', '3269424']","['14', '6', '69', '80257']","['3', '0', '1', '1463']","['0', '0', '0', '0']","['3', '3', '45', '2706']",4940088
6,7,3,8,359,0,238,4,"['144', '3430', '11645', '97400']","['13', '209', '422', '3632']","['0', '3', '7', '51']","['0', '0', '0', '0']","['2', '45', '70', '317']",49407247
0,3,4,18,38,0,9,2,"['434', '635', '1538', '11676']","['34', '25', '30', '32']","['0', '0', '0', '1']","['0', '0', '0', '0']","['4', '2', '1', '4']",49436356
10,0,1,2,220,0,109,1,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",494474
2,2,0,5,29,0,15,3,"['3841', '53', '3303', '73']","['176', '11', '76', '1']","['4', '0', '4', '0']","['0', '0', '0', '0']","['15', '1', '14', '1']",494950
1,0,0,1,23,0,14,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",4952198
28,2,2,4,252,0,146,4,"[0, '143206', '3180', '1540']","[0, '2523', 0, '48']","[0, '81', 0, '0']","[0, '0', '0', '0']","[0, '234', '13', '3']",4953300
0,1,0,0,6,0,0,2,"['194', '341', '2888', '160389']","['4', '10', '27', '4839']","['5', '5', '14', '2854']","['0', '0', '0', '0']","['2', '1', '13', '2083']",4956294
5,0,0,0,21,0,5,3,"['421', 0, 0, '143826']","['36', 0, 0, '3033']","['3', 0, 0, '81']","['0', 0, 0, '0']","['12', 0, 0, '343']",495687
0,1,0,1,6,0,0,4,"['49', '11750', '305', 0]","['3', '166', '26', 0]","['1', '714', '1', 0]","['0', '0', '0', 0]","['0', '270', '7', 0]",4958270
119,17,91,45,2589,9,2143,4,"['510910', '585', '218238', '1458']","['14396', '8', '7759', '75']","['1264', '0', '74', '1']","['0', '0', '0', '0']","['1128', '0', '604', '6']",4971294
9,12,12,37,2631,18,2307,4,"['421', '5633', '3198', '9270']","['9', '261', '118', '325']","['1', '3', '3', '14']","['0', '0', '0', '0']","['0', '62', '11', '62']",4984272
11,1,2,3,55,1,19,1,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",498560
0,0,0,0,5,0,1,1,"['167', '314', '213', '188']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",49875045
32,3,0,4,753,1,558,1,"['97', '69', '80', '128']","['15', '16', '19', '20']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",49876544
13,23,14,84,385,6,178,4,"['22991', '260184', '10424', '37218']","['744', '7711', '306', '2825']","['12', '112', '17', '15']","['0', '0', '0', '0']","['154', '566', '100', '161']",4990646
2,2,3,9,79,2,50,3,"[0, '42962', '148363', '179223']","[0, '2462', '14518', '12521']","[0, '175', '2971', '6113']","[0, '0', '0', '0']","[0, '346', '2536', '3872']",499522
4,0,0,0,23,0,11,4,"['221', '3649', '166191', '6256']","['44', '295', '5744', '63']","['2', '5', '360', '18']","['0', '0', '0', '0']","['44', '60', '955', '20']",499785
1,1,0,0,13,1,3,4,"['634', '2168', '29531', '2796']","['61', '128', '864', 0]","['0', '8', '21', 0]","['0', '0', '0', '0']","['10', '26', '43', '9']",499822
2,3,2,0,19,0,5,3,"['101', '776', '862', '1329652']","['7', '20', '22', '26937']","['0', '1', '1', '426']","['0', '0', '0', '0']","['2', '28', '1', '1227']",5010360
0,1,1,0,27,0,19,3,"['10112', '430', '476950', '25132']","['239', '1', '6095', '416']","['7', '0', '587', '43']","['0', '0', '0', '0']","['88', '2', '80', '31']",5011406
1,0,0,1,9,0,1,4,"['428', '8329', '18386', '1047']","['20', '555', '411', '38']","['0', '5', '12', '1']","['0', '0', '0', '0']","['10', '11', '119', '5']",501545
1,0,0,1,8,0,1,4,"['34', '42', '11111', '781']","['1', '2', '198', '24']","['0', '0', '5', '0']","['0', '0', '0', '0']","['3', '0', '55', '1']",5017823
11,2,1,15,63,0,21,3,"['485', '470271', '31247', '9849']","['47', '15372', '385', '268']","['2', '258', '13', '3']","['0', '0', '0', '0']","['19', '745', '27', '20']",5018056
1,0,0,0,12,0,7,4,"['850', '77', '46082', '5344']","['31', '10', '1789', '411']","['1', '0', '117', '8']","['0', '0', '0', '0']","['7', '4', '361', '142']",5033561
8,2,0,7,57,0,33,4,"['4909', '16695', '20025', '58789']","['411', '487', '215', '1471']","['1', '9', '182', '1500']","['0', '0', '0', '0']","['41', '59', '58', '1602']",5042757
1,8,2,7,115,0,83,4,"['3936', '35292', '3', '4219614']","['212', '70', '0', '121692']","['1', '2', '0', '1666']","['0', '0', '0', '0']","['4', '3', '0', '3015']",50437575
96,21,15,137,4571,7,3468,4,"['108', '259', '101', '61']","['10', '27', '10', '8']","['0', '0', '0', '0']","['0', '0', '0', '0']","['1', '2', '2', '1']",50438106
0,1,0,6,23,0,1,3,"['1784', '88415', '72680', '39769']","['114', '2492', '2517', '1510']","['2', '155', '29', '7']","['0', '0', '0', '0']","['40', '404', '717', '295']",5046634
0,0,0,0,5,0,1,3,"['1172', '480537', '4640', '1671']","['60', '23293', 0, 0]","['3', '4426', 0, 0]","['0', '0', '0', '0']","['16', '5863', '23', '1']",5050919
1,2,0,3,45,1,32,1,"['450', '436', '1047', '337']","['1', '0', '0', '0']","['0', '1', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",505446
16,4,6,26,145,2,50,4,"['2705', '6915', '63', '341']","['72', '395', '3', '7']","['4', '15', '0', '1']","['0', '0', '0', '0']","['23', '308', '0', '0']",5054821
2,5,0,35,48,0,0,2,"['28', '12', 0, 0]","['2', '1', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",5054833
1,0,0,2,9,0,2,3,"['766', '4708', '805', 0]","['11', '232', '29', 0]","['1', '8', '2', 0]","['0', '0', '0', 0]","['3', '25', '2', 0]",5055787
11,2,0,3,82,0,60,3,"['9946', '7658', '218404', '3475']","['1535', '1172', '4678', '176']","['13', '4', '166', '7']","['0', '0', '0', '0']","['386', '468', '490', '16']",5055845
3,2,0,9,42,0,17,4,"['14383', '183132', '11980', '22']","['696', '7347', '606', '0']","['16', '409', '19', '0']","['0', '0', '0', '0']","['129', '389', '85', '0']",5062539
22,1,3,10,283,3,177,4,"['214', '455520', '2794', '3850']","['55', '12670', '71', '91']","['0', '189', '2', '2']","['0', '0', '0', '0']","['17', '783', '56', '17']",5078230
15,12,7,119,685,2,459,4,"['87794', '73733', '23', '206714']","['5603', '3863', '0', '5295']","['43', '54', '0', '139']","['0', '0', '0', '0']","['531', '802', '0', '729']",5078513
0,4,0,9,39,1,17,4,"[0, '8', '13', '4104']","[0, '0', '1', '57']","[0, '0', '0', '2']","[0, '0', '0', '0']","[0, '0', '0', '12']",50862721
20,0,0,2,83,0,52,3,"['7279', '457830', '1098', '3122']","['515', '9517', '35', '71']","['11', '8273', '1', '6']","['0', '0', '0', '0']","['80', '9182', '108', '46']",5094246
94,0,4,25,164,1,25,4,"['53', '683', '117', '83']","[0, '4', '4', '4']","[0, '0', '1', '0']","['0', '0', '0', '0']","['3', '0', '0', '0']",509847
22,7,1,58,1775,3,1448,4,"['1757', '66', '245', '2806']","['132', '0', '3', '25']","['7', '0', '0', '11']","['0', '0', '0', '0']","['35', '0', '1', '14']",51057966
40,16,8,109,2299,1,1850,4,"['241', '2445', '2806', '45168']","['10', '101', '25', '909']","['0', '0', '11', '327']","['0', '0', '0', '0']","['0', '16', '14', '561']",51057979
17,3,0,0,63,0,32,4,"['450', '51807', '38627', '1190']","['20', '1801', '698', '10']","['2', '67', '126', '9']","['0', '0', '0', '0']","['4', '87', 0, '20']",511145
1,3,1,25,242,0,199,3,"['48358', '43830', '18816', '23390']","['1572', '1680', '500', '1110']","['83', '85', '35', '59']","['0', '0', '0', '0']","['374', '268', '56', '408']",51178374
33,16,16,92,2559,6,1902,4,"['122', '3495', '2291', '25336']","['15', '120', '57', '1005']","['0', '12', '18', '46']","['0', '0', '0', '0']","['0', '14', '22', '224']",51186684
6,1,0,3,58,0,24,4,"['91736', '1968', '2996027', '3740']","['2977', '212', '26692', '43']","['117', '0', '1820', '7']","['0', '0', '0', '0']","['420', '17', '2659', '35']",51505511
0,0,0,0,6,0,2,1,"['569', '21046', '32237', '7448']","['15', '154', '181', '52']","['0', '2', '3', '0']","['0', '0', '0', '0']","['0', '6', '14', '3']",51560280
7,10,8,87,946,2,705,4,"['77', '11629', '480', '5389']","['9', '422', '28', '485']","['0', '7', '1', '10']","['0', '0', '0', '0']","['6', '70', '21', '99']",51564461
91,17,5,115,516,1,227,3,"['1188', '12774', '35403', '73595']","['11', '278', '944', '2058']","['0', '32', '65', '47']","['0', '0', '0', '0']","['1', '18', '78', '337']",5172894
0,0,0,0,5,0,1,1,"['22', '27', '13', '21']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",51785750
0,0,0,0,5,0,0,1,"['1078', '1868', 0, '7569']","['63', '106', 0, '152']","['3', '3', 0, '6']","['0', '0', 0, '0']","['23', '97', 0, '36']",517904
20,13,5,27,1657,11,1402,3,"['19756', '94644', '9', '33107']","['1331', '2808', '1', '2054']","['21', '187', '0', '114']","['0', '0', '0', '0']","['460', '1390', '0', '887']",51813241
0,0,0,0,13,0,6,2,"['509', '237', '103', '3481']","['2', '0', '0', '6']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",518489
4,0,0,0,220,1,194,4,"['38935', '45', '3933', '123']","['945', '6', '114', '20']","['74', '0', '1', '1']","['0', '0', '0', '0']","['68', '0', '14', '4']",52058662
10,11,2,36,784,0,651,4,"['77', '3423', '198', '8809']","['9', '209', '4', '933']","['0', '3', '0', '10']","['0', '0', '0', '0']","['6', '45', '0', '136']",52232963
2,1,1,1,12,0,1,4,"[0, '7775', '3468', 0]","[0, '419', '342', 0]","[0, '33', '2', 0]","[0, '0', '0', 0]","[0, '56', '25', 0]",522867
8,4,0,30,318,1,233,4,"['39854', '5340', '304', '2158']","['3460', '274', '26', '150']","['61', '5', '3', '13']","['0', '0', '0', '0']","['695', '67', '13', '74']",52478215
8,6,0,68,619,0,474,4,"['77', '476', '3423', '17187']","['9', '90', '209', '1186']","['0', '0', '3', '8']","['0', '0', '0', '0']","['6', '21', '45', '176']",52753000
