cited_by_fbwalls_count,cited_by_feeds_count,cited_by_gplus_count,cited_by_msm_count,cited_by_posts_count,cited_by_rdts_count,cited_by_tweeters_count,cited_by_videos_count,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,altmetric_id
21,6,3,40,176,0,73,4,"[0, '88372', '62490', '353']","[0, '3076', '3044', '0']","[0, '64', '108', '0']","[0, '0', '0', '0']","[0, '286', '380', '1']",1736991
68,17,8,59,544,0,293,4,"['3844', '7860', '1195', '47635']","['275', '274', '48', '954']","['2', '5', '0', '45']","['0', '0', '0', '0']","['17', '39', '11', '105']",173763
0,0,0,0,6,0,0,3,"['406605', '546', '298748', '3269415']","['15972', '14', '6105', '80257']","['122', '3', '102', '1463']","['0', '0', '0', '0']","['875', '3', '171', '2706']",17388502
1,0,0,3,27,0,15,4,"['5849', '36128', '698', '520996', '129562']","['370', '1335', '30', '12376', '3983']","['12', '40', '1', '810', '340']","['0', '0', '0', '0', '0']","['78', '236', '1', '1033', '980']",17397983
22,0,0,2,73,0,45,4,"['27240', 0, '17958', '58762']","['2266', 0, '254', '737']","['21', 0, '17', '52']","['0', 0, '0', '0']","['179', 0, '53', '172']",1740247
13,4,4,25,145,2,75,3,"['66824', '13514', '36155', '5123']","['3363', '1007', '2505', '122']","['403', '23', '56', '3']","['0', '0', '0', '0']","['553', '91', '132', '3']",1741311
0,0,1,0,207,0,182,3,"['90', '152', '299', '14556']","['1', '5', '8', '140']","['0', '0', '1', '8']","['0', '0', '0', '0']","['0', '1', '3', '46']",174136
15,4,0,3,99,0,46,4,"['8767', '3217', '266', '88423']","['588', '205', '13', '4680']","['7', '3', '1', '109']","['0', '0', '0', '0']","['76', '30', '4', '466']",174311
1,0,0,2,17,0,7,4,"['745', '1450012', '13', '35395']","['43', '67314', '0', '468']","['0', '775', '0', '77']","['0', '0', '0', '0']","['6', '5645', '0', '108']",1745149
62,4,4,4,393,1,257,4,"['680', '5602', '7736', '93']","['66', '453', '125', '9']","['2', '16', '24', '0']","['0', '0', '0', '0']","['6', '175', '17', '0']",174968
0,0,0,0,9,0,5,2,"['28', '663', '846', '275']","['0', '0', '2', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '2', '0']",1753886
0,2,1,1,8,0,0,3,"[0, 0, '68855', '95589']","[0, 0, '1240', '2577']","[0, 0, '21', '16']","[0, 0, '0', '0']","[0, 0, '80', '395']",1756046
0,2,0,10,43,0,19,2,"['36', '50', '6282', '6131']","['3', '4', '353', '364']","['1', '5', '206', '184']","['0', '0', '0', '0']","['2', '0', '84', '320']",175802
2152,1,24,1,2313,0,12,3,"['1638', '982', '1524', '183747']","['105', 0, '60', 0]","['5', 0, '0', 0]","['0', '0', '0', '0']","['37', '0', '40', '63']",1758731
4,0,0,4,16,1,1,2,"[0, 0, 0, '277149']","[0, 0, 0, '6983']","[0, 0, 0, '134']","[0, 0, 0, '0']","[0, 0, 0, '986']",1759571
5,2,17,12,84,0,43,2,"['325', 0, 0, '998832']","['21', 0, 0, '22344']","['1', 0, 0, '397']","['0', 0, 0, '0']","['49', 0, 0, '1044']",1764698
6,4,0,7,43,0,1,4,"['597', '980', '2042', '31330']","['109', '39', '78', '733']","['0', '1', '4', '17']","['0', '0', '0', '0']","['2', '13', '5', '31']",1765137
6,2,1,1,295,1,240,2,"['71748', '312', '408', '822']","['6324', '22', '20', '41']","['122', '0', '0', '0']","['0', '0', '0', '0']","['1312', '0', '0', '0']",1765252
2,0,0,0,9,0,2,3,"['5525', 0, '264', '182']","['13', 0, '12', '15']","['0', 0, '0', '0']","['0', 0, '0', '0']","['13', 0, '0', '21']",176542
2,0,0,0,9,0,3,2,"['516', '270', '30702', '5267']","[0, 0, 0, 0]","[0, 0, 0, 0]","['0', '0', '0', '0']","['11', '1', '875', '261']",1765653
0,0,0,0,6,0,2,4,"['151', '514075', '317', '481']","['8', '12904', '26', '28']","['0', '364', '0', '1']","['0', '0', '0', '0']","['0', '998', '4', '1']",1766199
549,0,31,1,985,0,139,2,"[0, 0, '5355', '295860']","[0, 0, '57', '1124']","[0, 0, '1', '17']","[0, 0, '0', '0']","[0, 0, '13', 0]",176643
0,1,0,1,21,0,13,4,"['157', '2362', '11588', '8']","['15', '212', '165', '0']","['0', '48', '707', '0']","['0', '0', '0', '0']","['5', '308', '269', '0']",17668997
2,0,0,0,20,0,13,4,"['97547', '49142', '18772', '17551']","['1569', '3862', '877', '903']","['68', '17', '37', '13']","['0', '0', '0', '0']","['129', '116', '14', '33']",177173
0,0,0,1,12,0,1,3,"['1530', '406', '7755', 0]","['120', 0, 0, 0]","['5', 0, 0, 0]","['0', '0', '0', 0]","['52', '2', '10', 0]",1778549
5,0,0,1,14,0,4,4,"['231981', '357', '185842', '18562']","['8749', '24', '14670', '405']","['176', '0', '174', '25']","['0', '0', '0', '0']","['827', '5', '1613', '95']",1779399
0,2,3,15,109,1,50,3,"['186', '554', '175', '200']","['0', '0', '3', '2']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '1', '0']",1780462
14,11,7,22,146,2,57,4,"['268', '4989', '4756', '73018']","['18', '188', '325', '6710']","['0', '3', '3', '97']","['0', '0', '0', '0']","['6', '21', '9', '409']",178260
80,4,8,5,297,2,157,4,"['751', '404', '141', '98001']","['33', '18', '8', '2679']","['0', '0', '1', '372']","['0', '0', '0', '0']","['0', '24', '0', '791']",1783710
10,2,0,0,55,0,33,2,"['312', '408', '822', '2188']","['22', '20', '41', '36']","['0', '0', '0', '1']","['0', '0', '0', '0']","['0', '0', '0', '1']",178659
1,2,1,0,71,0,54,3,"['1055', '1444', '1094', 0]","['45', '65', '18', 0]","['6', '14', '8', 0]","['0', '0', '0', 0]","['22', '41', '16', 0]",178685
1,3,0,4,22,0,3,3,"['3636', '2134', '17661', '83229']","['163', 0, 0, '3454']","['2', 0, 0, '192']","['0', '0', '0', '0']","['15', '12', '17', '638']",1786852
67,1,3,0,407,3,296,4,"['33', 0, '766', '320218']","['2', 0, '48', '2828']","['0', 0, '0', '45']","['0', 0, '0', '0']","['0', 0, '6', '82']",1794895
8,2,0,2,36,0,11,4,"['1923', '2946', 0, 0]","['161', '74', 0, 0]","['20', '0', 0, 0]","['0', '0', 0, 0]","['50', '2', 0, 0]",1796619
5,2,1,10,54,0,23,4,"['30096', '845', '3648', '6607']","['1414', '47', '506', '204']","['43', '0', '7', '4']","['0', '0', '0', '0']","['252', '17', '10', '28']",179744
0,1,0,0,12,0,1,2,"['14363', '1385', '586', '1316']","['38', '4', '3', '4']","['1', '0', '0', '0']","['0', '0', '0', '0']","['3', '0', '0', '0']",179746
8,0,1,4,43,0,25,4,"['120628', '291', '3919', '264087']","['11447', '60', '105', '5278']","['72', '0', '28', '287']","['0', '0', '0', '0']","['898', '6', '24', '871']",1799552
4,0,0,0,17,0,7,3,"['130379', 0, 0, '7437']","['5490', 0, 0, '243']","['132', 0, 0, '26']","['0', 0, 0, '0']","['546', 0, 0, '114']",1799584
2,3,0,5,24,0,5,3,"['2125', '317', 0, '1727216']","['91', '14', 0, '32676']","['2', '0', 0, '1270']","['0', '0', 0, '0']","['9', '3', 0, '8760']",180031
5,0,13,0,41,1,16,1,"['1337', '732', '925', '1111']","['71', '64', '72', '81']","['1', '1', '2', '1']","['0', '0', '0', '0']","['36', '52', '40', '44']",1808144
20,6,7,4,191,5,109,3,"['3001', '32364', '399', '46']","['190', '915', '6', '2']","['4', '28', '0', '0']","['0', '0', '0', '0']","['28', '414', '1', '5']",180931
8,6,4,29,82,0,25,4,"['52208', '622290', '30306', '17933']","['432', '10486', '1793', '205']","['30', '705', '49', '6']","['0', '0', '0', '0']","['34', '1012', '118', '53']",1811500
40,28,3,90,1199,5,731,4,"[0, 0, '462', '45585']","[0, 0, '15', 0]","[0, 0, '1', 0]","[0, 0, '0', '0']","[0, 0, '2', 0]",18164390
14,13,4,19,457,0,307,2,"['2456', '8406', '5283', '1127']","['19', '3', '3', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",1817750
22,1,1,1,82,0,43,3,"['2828', '370', '5141', '2901']","['230', '20', '214', '155']","['27', '1', '2', '2']","['0', '0', '0', '0']","['299', '17', '29', '21']",181787
7,10,0,91,370,2,238,4,"['3198', '125337', '2007', '75']","['491', '761', '187', '9']","['2', '181', '12', '0']","['0', '0', '0', '0']","['37', '56', '77', '0']",18187531
109,21,30,75,732,3,417,4,"['56', '5', '376', '21321']","['5', '3', 0, '263']","['0', '0', 0, '15']","['0', '0', '0', '0']","['3', '0', '7', '60']",1819946
3,0,0,0,94,0,69,1,"['57', '51', '57', '81']","['2', '2', '2', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",1820050
5,1,0,3,62,0,43,3,"['2292', '301364', '822060', '319']","['527', '9263', '19480', '22']","['3', '71', '282', '0']","['0', '0', '0', '0']","['78', '407', '457', '8']",1823560
1,0,1,3,23,0,9,4,"['113', '268', 0, 0]","['3', '14', 0, 0]","['2', '2', 0, 0]","['0', '0', 0, 0]","['0', '22', 0, 0]",1825387
13,1,3,28,125,1,49,4,"['7', '70', '155', '573']","['2', '5', '9', '7']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '5', '3']",182692
3,0,1,0,33,0,22,4,"['12671', '78941', '1352', '356811']","['680', '17', '10', '10511']","['13', '517', '8', '608']","['0', '0', '0', '0']","['72', '189', '6', '1701']",18310743
48,0,6,2,149,1,76,2,"['737', '19', '4725', '7640']","['43', '0', '122', '138']","['0', '0', '0', '0']","['0', '0', '0', '0']","['8', '0', '29', '19']",183253
8,12,2,24,117,0,50,4,"['27792', '18140', '195339', '383089']","['4979', '3011', '7258', '11659']","['39', '13', '128', '233']","['0', '0', '0', '0']","['254', '228', '398', '1968']",183543
0,8,0,9,52,2,24,4,"['893314', '3162470', '522246', '863147']","['14360', '48017', '11162', '5893']","['843', '1575', '108', '339']","['0', '0', '0', '0']","['620', '3429', '527', '797']",183666
0,0,0,0,5,0,0,3,"['451128', '480536', '4640', '1671']","[0, '23293', 0, 0]","[0, '4426', 0, 0]","['0', '0', '0', '0']","['4707', '5863', '23', '1']",1837636
9,5,0,2,34,0,8,3,"['116', '91491', 0, '3452']","['16', '6613', 0, '286']","['0', '108', 0, '34']","['0', '0', 0, '0']","['4', '807', 0, '68']",1841522
4,1,0,0,35,0,20,4,"['6442', '281', '10817', 0]","['481', '6', 0, 0]","['19', '0', 0, 0]","['0', '0', '0', 0]","['107', '1', '2', 0]",1846901
3,7,0,10,59,0,20,4,"['11896', '2425', '3749', '592']","['546', '135', '159', '89']","['19', '2', '5', '2']","['0', '0', '0', '0']","['82', '11', '12', '13']",184878
1,7,3,0,32,0,9,4,"['5330', '1616', 0, '2731']","['378', '29', 0, 0]","['19', '8', 0, 0]","['0', '0', 0, '0']","['199', '20', 0, '52']",184932
51,2,0,0,167,1,77,3,"['2769', '50158', '51096', '625']","['112', '3549', '3938', 0]","['9', '270', '275', 0]","['0', '0', '0', '0']","['63', '583', '657', '4']",184959
2,14,0,6,67,1,30,4,"['60', '3', 0, '3805691']","['0', '0', 0, '61454']","['0', '0', 0, '1323']","['0', '0', 0, '0']","['0', '0', 0, '3462']",185112
67,7,48,7,522,3,345,4,"['859353', '3977695', '348043', '115']","['32353', '40126', '10119', '1']","['903', '3692', '103', '0']","['0', '0', '0', '0']","['816', '4243', '1123', '0']",1853197
34,8,8,17,182,0,80,2,"['386', 0, 0, 0]","['21', 0, 0, 0]","['9', 0, 0, 0]","['0', 0, 0, 0]","['5', 0, 0, 0]",185400
6,4,1,5,47,2,14,3,"['31240', '384', '19258', 0]","['855', '4', '1835', 0]","['195', '1', '80', 0]","['0', '0', '0', 0]","['187', '4', '503', 0]",185485
22,30,4,171,1057,4,750,4,"['1457', '705286', '1421', '225985']","['80', '19569', '94', '3605']","['1', '1143', '2', '1810']","['0', '0', '0', '0']","['11', '2730', '14', '453']",18554870
9,1,6,5,129,0,76,3,"['1485', '4814', '110', '1472']","['43', '81', '1', '13']","['3', '1', '0', '0']","['0', '0', '0', '0']","['5', '50', '0', '0']",18557208
0,0,0,0,5,0,1,3,"['1272', 0, 0, '18384']","['57', 0, 0, '437']","['5', 0, 0, '7']","['0', 0, 0, '0']","['37', 0, 0, 0]",1857145
0,0,0,0,13,0,1,1,"['1', '1', '0', '2']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",18586140
6,0,0,6,24,0,4,5,"['64888', '2292', '39544', '91175']","['3405', '527', '1519', '2120']","['109', '3', '13', '67']","['0', '0', '0', '0']","['167', '78', '192', '242']",1858616
5,3,0,16,52,1,12,5,"['73', '2848', '597500', '50', '3609']","['6', '126', '19156', '4', '127']","['0', '3', '336', '0', '0']","['0', '0', '0', '0', '0']","['0', '5', '478', '0', '18']",186035
0,0,1,0,8,0,1,1,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",1861940
293,0,10,6,1246,1,215,3,"['9', '5763', 0, 0]","['0', '87', 0, 0]","['0', '2', 0, 0]","['0', '0', 0, 0]","['0', '10', 0, 0]",186475
2,4,0,11,86,0,44,5,"['36', '7792', '1161', '32674']","['11', '449', '65', 0]","['0', '12', '2', 0]","['0', '0', '0', '0']","['2', '70', '12', '29']",1866481
0,0,1,0,13,0,7,1,"['53941', '58862', '64966', '105898']","['2572', '2737', '2345', '3861']","['39', '60', '22', '34']","['0', '0', '0', '0']","['338', '516', '181', '326']",1867376
3,3,1,23,76,0,30,4,"['2848', '19', 0, '3609']","['126', '2', 0, '127']","['3', '0', 0, '0']","['0', '0', 0, '0']","['5', '1', 0, '18']",1868845
18,5,4,3,98,1,58,4,"['14', '972873', '708', '23292']","['0', '18859', '1', '33']","['0', '386', '3', '6']","['0', '0', '0', '0']","['0', '1461', '0', '5']",1870729
55,2,3,1,163,4,82,4,"['103', '79', 0, '2942037']","['0', '1', 0, '49217']","['2', '0', 0, '1079']","['0', '0', 0, '0']","['2', '1', 0, '3741']",1871708
1,3,0,3,68,1,11,4,"['1', '3217', '399', '1964']","['0', '205', '15', '210']","['0', '3', '20', '0']","['0', '0', '0', '0']","['0', '30', '17', '17']",187328
32,1,2,7,404,0,297,4,"['4033', '1', '3803', '165648']","['151', '0', '106', '2533']","['18', '0', '28', '424']","['0', '0', '0', '0']","['40', '0', '35', '392']",18739213
8,12,5,111,348,3,182,4,"['814', '1182', '76', '8056']","['54', '32', '12', '10']","['0', '0', '0', '1']","['0', '0', '0', '0']","['15', '3', '0', '1']",18739747
0,1,0,1,7,0,0,4,"['7368', '9582', '187', 0]","['290', '611', '6', 0]","['9', '4', '0', 0]","['0', '0', '0', 0]","['74', '26', '0', 0]",1877132
2,0,0,1,77,0,32,4,"['2169', '2922', '41772', 0]","['178', 0, '1487', 0]","['39', 0, '259', 0]","['0', '0', '0', 0]","['27', '15', '2209', 0]",1877199
7,1,0,0,55,0,42,4,"['294', '271', '9602', 0]","['39', '11', '118', 0]","['1', '0', '14', 0]","['0', '0', '0', 0]","['2', '0', '19', 0]",18783889
18,23,13,220,778,2,315,4,"['204', '188939', '76', '10075']","['11', '6312', '12', '427']","['0', '75', '0', '14']","['0', '0', '0', '0']","['2', '375', '0', '63']",18799204
0,0,0,0,14,0,6,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",18802240
10,1,0,2,29,0,9,3,"['224', 0, '2781', '7553']","['40', 0, '193', '173']","['1', 0, '1', '54']","['0', 0, '0', '0']","['17', 0, '4', '39']",1887356
2,0,0,0,6,0,0,4,"['17407', '8378', 0, '720']","['966', '284', 0, '46']","['10', '5', 0, '5']","['0', '0', 0, '0']","['99', '31', 0, '34']",1888094
61,1,3,2,267,5,163,4,"['269', '1203', '219051', '7344']","['18', '35', '9698', 0]","['0', '2', '116', 0]","['0', '0', '0', '0']","['6', '6', '842', '5']",1889455
2,3,0,5,38,0,7,4,"['3242', '17297', '1968', '173']","['72', '1863', '212', '2']","['4', '21', '0', '0']","['0', '0', '0', '0']","['9', '173', '17', '1']",1890502
12,9,5,108,391,1,156,4,"['44', '26', '242', '404747']","['5', '6', '14', '11176']","['0', '0', '0', '220']","['0', '0', '0', '0']","['0', '0', '0', '772']",18912601
0,0,0,1,16,1,6,4,"['2386', '26223', '28162', '2863574']","['26', '440', '673', '64731']","['1', '48', '77', '2156']","['0', '0', '0', '0']","['2', '45', '88', '4915']",1895145
8,14,0,19,115,0,52,4,"['93', '1683', 0, 0]","['0', '38', 0, 0]","['0', '2', 0, 0]","['0', '0', 0, 0]","['1', '15', 0, 0]",1895275
1,3,0,3,21,0,5,4,"[0, '2606', '263865', 0]","[0, '116', '8056', 0]","[0, '7', '2208', 0]","[0, '0', '0', 0]","[0, '18', '5054', 0]",1896983
1,0,0,0,8,0,2,3,"['1272', 0, 0, '18384']","['57', 0, 0, '437']","['5', 0, 0, '7']","['0', 0, 0, '0']","['37', 0, 0, 0]",1898371
57,27,1,68,552,1,304,4,"['0', '13769', '1999', '38314']","['0', '755', '6', '303']","['0', '32', '0', '7']","['0', '0', '0', '0']","['0', '107', '1', '17']",1900936
19,34,22,75,1538,0,1227,4,"['57492', '40416', '12756', '486']","['4863', '4988', '219', '2']","['167', '47', '374', '0']","['0', '0', '0', '0']","['222', '455', '389', '0']",1906383
22,3,3,10,98,2,44,4,"['69', '28668', '30587', 0]","['12', '1158', '873', 0]","['0', '13', '4', 0]","['0', '0', '0', 0]","['4', '93', '98', 0]",190709
0,3,8,0,110,2,81,4,"['18123', '1049', '31985', '276']","['1412', '41', '1259', '4']","['7', '0', '14', '0']","['0', '0', '0', '0']","['68', '12', '61', '0']",1914358
3,6,5,30,80,0,27,4,"['142', '275', '194', '516']","['2', '48', '18', 0]","['0', '0', '0', 0]","['0', '0', '0', '0']","['0', '10', '10', '7']",1917558
4,0,0,4,31,0,18,4,"['18', '6830', '1339', '38595']","['1', '423', '62', '1532']","['0', '7', '2', '46']","['0', '0', '0', '0']","['0', '82', '8', '261']",19183628
16,8,10,111,330,0,139,4,"['200801', '24667', '69', '22041']","['7461', '1769', '8', '624']","['126', '17', '0', '17']","['0', '0', '0', '0']","['838', '85', '0', '97']",19184000
103,4,18,11,335,4,174,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",1919932
0,0,0,1,7,0,2,1,"['7527', '8108', '13621', '4025']","['11', '10', '8', '5']","['0', '1', '4', '0']","['0', '0', '0', '0']","['0', '0', '6', '0']",192126
1,1,0,1,20,0,8,5,"['427858', '258124', '796', '40921']","['13559', '10509', '57', '1397']","['303', '165', '1', '36']","['0', '0', '0', '0']","['535', '591', '13', '110']",1923325
0,1,0,1,8,0,2,3,"['9', '3', 0, 0]","['2', '1', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",1925294
2,1,0,55,89,0,25,3,"['2694', '13087', '2042', '29620']","['114', '593', '61', '1603']","['4', '5', '4', '39']","['0', '0', '0', '0']","['26', '43', '22', '248']",193125
2,4,0,2,20,0,5,4,"['687', '50784', 0, '37119']","['33', '2838', 0, '2095']","['0', '62', 0, '8']","['0', '0', 0, '0']","['12', '134', 0, '77']",193883
3,1,0,1,15,1,3,4,"['37', '1837', '27265', 0]","['0', 0, '1954', 0]","['0', 0, '25', 0]","['0', '0', '0', 0]","[0, '7', '258', 0]",1938862
2,0,0,0,62,0,49,3,"['4922', '2283', '6821', '19222']","['411', '65', '400', '991']","['1', '5', '10', '26']","['0', '0', '0', '0']","['41', '3', '29', '55']",1939807
25,1,1,1,53,0,14,3,"['110318', '874', '287', '455400']","['14380', '18', '1', '25259']","['759', '2', '6', '4451']","['0', '0', '0', '0']","['1136', '3', '16', '4573']",1942647
2,4,1,28,72,0,30,1,"['251', '224', '707', '298']","['1', '0', '0', '1']","['0', '0', '0', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']",1943653
1,2,2,11,50,1,26,1,"['251', '224', '707', '298']","['1', '0', '0', '1']","['0', '0', '0', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']",1943771
3,2,0,4,22,0,5,4,"['4892', '1', '3530', '3846']","['96', '0', '240', '125']","['9', '0', '5', '4']","['0', '0', '0', '0']","['14', '0', '31', '3']",1944836
0,1,0,1,7,0,0,2,"['480061', '4637', '1009', '752']","['23254', 0, 0, 0]","['4421', 0, 0, 0]","['0', '0', '0', '0']","['5863', '23', '1', '1']",1945300
10,0,0,8,43,0,17,4,"['176', '196', '68095', '209']","[0, '4', '739', '11']","[0, '0', '56', '0']","['0', '0', '0', '0']","['2', '0', '110', '2']",1945561
81,6,12,16,545,2,218,4,"['61', '97526', '514', '5079']","['0', '2203', '17', 0]","['1', '133', '0', 0]","['0', '0', '0', '0']","['0', '462', '11', '4']",1946793
0,1,0,16,22,0,1,4,"['1335', '1750', 0, '3289925']","['71', '127', 0, '12213']","['1', '1', 0, '921']","['0', '0', 0, '0']","['15', '37', 0, '301']",1947349
17,2,1,7,349,0,245,4,"['35', '1525', '14626', '92357']","['4', '122', '697', '2533']","['0', '5', '35', '226']","['0', '0', '0', '0']","['1', '9', '56', '468']",194872
1,2,0,14,144,0,105,4,"['166', '1013311', '444', '31427']","['8', '35369', '10', '1464']","['0', '483', '0', '27']","['0', '0', '0', '0']","['0', '7841', '0', '165']",1949081
8,6,5,33,298,4,194,3,"['66012', '161556', 0, '58365']","['2131', '3102', 0, '1844']","['103', '67', 0, '32']","['0', '0', 0, '0']","['796', '325', 0, '329']",19532104
8,2,0,8,42,0,13,4,"['130', '3436', '169', 0]","['23', '81', '3', 0]","['1', '3', '12', 0]","['0', '0', '0', 0]","['6', '17', '2', 0]",195510
0,1,0,0,5,0,0,1,"['124', '160', '559', '1700']","['0', '1', '2', '2']","['0', '0', '0', '1']","['0', '0', '0', '0']","['0', '0', '0', '1']",1955524
0,0,0,1,28,0,19,2,"[0, '113', 0, 0]","[0, '0', 0, 0]","[0, '0', 0, 0]","[0, '0', 0, 0]","[0, '0', 0, 0]",1956130
1,2,0,6,22,0,9,4,"['610', '5719', '285', '2388']","['20', '189', '11', '376']","['0', '4', '2', '5']","['0', '0', '0', '0']","['2', '8', '1', '82']",1958027
1,1,0,1,7,0,0,3,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",1961932
3,1,1,0,21,0,4,3,"[0, '38446', '45243', '761500']","[0, '3072', '397', '2339']","[0, '26', '10', '277']","[0, '0', '0', '0']","[0, '103', '177', '1839']",1963347
2,0,0,1,15,0,6,4,"['5999', '818236', '205948', 0]","['407', '31277', '4439', 0]","['8', '1791', '216', 0]","['0', '0', '0', 0]","['83', '5139', '1010', 0]",1964371
4,5,0,1,29,0,8,4,"['1463', '406', '1034', '68']","['37', '19', '49', '1']","['8', '0', '1', '3']","['0', '0', '0', '0']","['17', '2', '15', '2']",196719
4,0,0,0,28,0,15,4,"['60', 0, '99411', '235151']","['4', 0, '4104', '27663']","['0', 0, '61', '4301']","['0', 0, '0', '0']","['2', 0, '500', '4656']",19674523
21,13,2,4,261,0,175,4,"['29', '1136', '143243', 0]","['5', '17', '5784', 0]","['0', '2', '446', 0]","['0', '0', '0', 0]","['0', '5', '828', 0]",196917
5740,16,197,22,12949,28,6064,4,"['2193', '96', 0, '12276']","['17', '2', 0, '215']","['3', '0', 0, '15']","['0', '0', 0, '0']","['0', '10', 0, '62']",1969481
31,6,11,90,586,1,358,4,"['12138', '32208', 0, 0]","['611', '182', 0, 0]","['7', '5', 0, 0]","['0', '0', 0, 0]","['94', '6', 0, 0]",1974345
13,8,1,12,186,1,130,4,"['9092', 0, '9730', '98636']","['508', 0, '174', '618']","['47', 0, '9', '29']","['0', 0, '0', '0']","['149', 0, '28', '143']",197878
2,1,1,0,44,0,14,4,"['539854', '223212', '284196', '1200882']","['12228', '6677', '8137', '17749']","['179', '1255', '243', '572']","['0', '0', '0', '0']","['2239', '1559', '937', '2159']",19788024
0,1,0,1,6,0,0,2,"['337', 0, 0, '1093527']","['21', 0, 0, '40430']","['1', 0, 0, '523']","['0', 0, 0, '0']","['49', 0, 0, '1664']",19798711
7,0,0,0,16,0,5,4,"['3939', '1082', '12414', '4252']","['101', '72', '171', '210']","['20', '4', '63', '1']","['0', '0', '0', '0']","['23', '28', '116', '43']",1980897
6,2,0,2,30,0,6,4,"['3177', '27115', '1369', '4084']","['337', '1516', '1', '134']","['69', '29', '0', '3']","['0', '0', '0', '0']","['216', '76', '0', '108']",198198
5,1,0,15,89,0,53,3,"['392', '515', '14332', '353']","['7', '12', '306', '12']","['1', '1', '7', '1']","['0', '0', '0', '0']","['0', '0', '7', '0']",19853185
16,3,3,19,113,1,35,4,"['1712', '335778', '341534', '1502']","['144', '4023', '5223', '15']","['1', '150', '300', '16']","['0', '0', '0', '0']","['22', '302', '404', '22']",198551
0,1,0,0,6,0,1,1,"['121', '322', '229', '217']","['1', '1', '1', '4']","['0', '2', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",1989258
4,1,1,12,57,0,28,4,"['309', '13912', 0, '653232']","['34', '643', 0, '16517']","['4', '68', 0, '707']","['0', '0', 0, '0']","['4', '146', 0, '2030']",1989561
30,53,33,102,771,0,433,4,"['4574', '206841', '14475', '2636']","['178', '19241', '138', '24']","['32', '1559', '7', '20']","['0', '0', '0', '0']","['121', '1979', '25', '62']",1989795
1,6,1,6,48,0,22,4,"['1277331', '2479', '4064', '1985']","['90630', '168', '281', '187']","['6344', '4', '22', '4']","['0', '0', '0', '0']","['9436', '31', '70', '27']",199048
2,7,0,17,81,0,34,4,"['10281', '19955', '11', '523']","['275', '1420', '1', '40']","['9', '23', '0', '2']","['0', '0', '0', '0']","['19', '156', '0', '10']",1992809
9,2,1,12,113,0,68,3,"['1571', '1584', '46112', '237']","['246', '85', '1291', '20']","['3', '1', '31', '9']","['0', '0', '0', '0']","['19', '13', '223', '23']",1992845
2,2,0,2,14,0,1,4,"['2363', '141759', '61277', '35']","['194', '4528', '2439', '0']","['3', '83', '26', '0']","['0', '0', '0', '0']","['26', '526', '201', '0']",1994583
22,21,3,137,515,0,234,4,"['172', '2828', '18239', '25784']","['20', '73', '1841', '4020']","['0', '3', '42', '15']","['0', '0', '0', '0']","['17', '9', '82', '111']",19971956
2,0,0,0,6,0,0,3,"['552744', '546', '419996', '3269424']","['13147', '14', '11574', '80257']","['157', '3', '129', '1463']","['0', '0', '0', '0']","['641', '3', '566', '2706']",19977775
1,6,50,3,192,1,103,3,"['98387', '6127', '577', '1218']","['3947', '22', '1', '6']","['35', '0', '0', '0']","['0', '0', '0', '0']","['262', '2', '0', '7']",1999324
33,0,1,1,84,0,31,5,"['46', '208', '156', '135', '2538']","['5', '2', '0', '0', '25']","['0', '0', '0', '0', '0']","['0', '0', '0', '0', '0']","['0', '0', '0', '0', '5']",200093
1,0,0,0,15,0,9,2,"['115', '132', '344', '34']","['9', '6', '15', 0]","['0', '0', '0', 0]","['0', '0', '0', '0']","['6', '0', '11', 0]",2002204
15,9,5,71,633,2,503,4,"['78845', '550', '325', '409816']","['3719', '26', '22', '23613']","['34', '3', '0', '244']","['0', '0', '0', '0']","['475', '5', '5', '744']",200554
21,4,1,9,241,0,148,4,"['1270', '9233', '653', '3449']","['50', '797', '40', '285']","['11', '18', '3', '34']","['0', '0', '0', '0']","['15', '205', '4', '68']",200726
