link,title,views,likes,dislikes,subname,subno,pubdate,description,Category,CommentCount
6v5Sz5HnnIA,VEGANS EAT GRASS,437 views,56 likes,3 dislikes,VEGAN DEBATE KING - CARNIVORE SLAYER,13K,"Published on Aug 6, 2018","SUPPORT ME ON PATREON...
https://www.patreon.com/TBayTrainer

DONATE TO THE CHANNEL...
paypal.me/TBayTrainer

BUY VEGAN CLOTHING
DISCOUNT CODE: logan10
http://henchherbivore.com/shop/

-------------------------------------------------------

FOLLOW ME ON FACEBOOK...
https://m.facebook.com/TbayTrainer

FOLLOW ME ON TWITTER...
https://www.twitter.com/mrnutwood

FOLLOW ME ON INSTAGRAM...
https://www.instagram.com/thunder_bay...

MUSIC IN MY VIDEOS MADE BY...
https://youtu.be/xSawdkqgEL4

--------------------------------------------------------

FRUITARIANISM...
https://www.scribd.com/document/17676...

HUMANS ARE FRUGIVORES...
https://joedubs.com/are-humans-frugiv...

HUMANS ARE FRUIT EATERS...
http://www.rawfoodexplained.com/the-h...

HEME IRON...
https://www.ncbi.nlm.nih.gov/pubmed/2...

MASAI https://academic.oup.com/aje/article-...

RED MEAT, CHICKEN, PROCESSED MEAT
AND CANCER http://www.who.int/features/qa/cancer...

REVERSING HEART DISEASE
https://plantspace.org/cardiovascular...

EGG INDUSTRY SUED
https://www.pcrm.org/media/news/physi...

MILK CHANGES YOUR BLOOD HORMONES
https://www.ncbi.nlm.nih.gov/pubmed/1...

DAIRY
http://m.ajcn.nutrition.org/content/1...

VEGAN DIETS
https://www.ncbi.nlm.nih.gov/pmc/arti...

LONGEST LIVING PEOPLE
http://jamanetwork.com/journals/jamai...

FAT VS CARBS
https://www.ncbi.nlm.nih.gov/pubmed/7...

LOW CARB DIETS
https://www.ncbi.nlm.nih.gov/pubmed/2...

SATURATED FATTY ACIDS
http://m.jn.nutrition.org/content/74/...

ATHEROSCLEROSIS AND CHOLESTEROL
https://www.ncbi.nlm.nih.gov/pmc/arti...

HEALTHY CHOLESTEROL LEVELS
https://www.ncbi.nlm.nih.gov/pubmed/1...

ATHEROSCLEROSIS HISTORY
https://www.ncbi.nlm.nih.gov/pubmed/2...

L-CARNATINE...
https://www.health.harvard.edu/blog/n...

------------------------------------------------------

WHAT THE HEALTH
http://www.whatthehealthfilm.com/

COWSPIRACY
http://www.cowspiracy.com/

UPROOTING THE LEADING CAUSES
https://youtu.be/30gEiweaAVQ

THIS SPEECH IS YOUR WAKE UP CALL
https://youtu.be/KHOcox2lvQo

DIABETES TEDTALK
https://youtu.be/ktQzM2IA-qU

BEST SPEECH YOU WILL EVER HEAR
https://youtu.be/es6U00LMmC4

IRONMAN JOHN JOSEPH
https://youtu.be/JaS2ZNlp7oQ

FOOD CHOICES
https://youtu.be/V8uqaI9lkQ4

CHICKEN FARMS EXPOSED
https://youtu.be/boUs1FUyXJo

DR.LIM - PALEO TO PLANT BASED
https://youtu.be/tbH6TIdtZ3Q

HUMANS ARE NOT DESIGNED TO EAT MEAT
https://youtu.be/sXj76A9hI-o

DAIRY
https://youtu.be/XT5IczyhFGQ",People & Blogs,0
AzVD-v94J4E,AAJONUS VONDERPLANITZ REFUTED | THE PRIMAL DIET REKT | RAW MEAT DIET DEBUNKED | VEGAN FTW,"3,774 views",80 likes,237 dislikes,CANADA,13K,"Published on Jul 22, 2018","SUBSCRIBE TO CONSCIENTIOUS OMNIVORE...
https://www.youtube.com/channel/UCw8q...

SUBSCRIBE TO P1ANTN...
https://www.youtube.com/channel/UCJS9...

SUPPORT ME ON PATREON...
https://www.patreon.com/TBayTrainer

DONATE TO THE CHANNEL...
paypal.me/TBayTrainer

BUY VEGAN CLOTHING
DISCOUNT CODE: logan10
http://henchherbivore.com/shop/

-------------------------------------------------------

FOLLOW ME ON FACEBOOK...
https://m.facebook.com/TbayTrainer

FOLLOW ME ON TWITTER...
https://www.twitter.com/mrnutwood

FOLLOW ME ON INSTAGRAM...
https://www.instagram.com/thunder_bay...

MUSIC IN MY VIDEOS MADE BY...
https://youtu.be/xSawdkqgEL4

--------------------------------------------------------

FRUITARIANISM...
https://www.scribd.com/document/17676...

HUMANS ARE FRUGIVORES...
https://joedubs.com/are-humans-frugiv...

HUMANS ARE FRUIT EATERS...
http://www.rawfoodexplained.com/the-h...

HEME IRON...
https://www.ncbi.nlm.nih.gov/pubmed/2...

MASAI https://academic.oup.com/aje/article-...

RED MEAT, CHICKEN, PROCESSED MEAT
AND CANCER http://www.who.int/features/qa/cancer...

REVERSING HEART DISEASE
https://plantspace.org/cardiovascular...

EGG INDUSTRY SUED
https://www.pcrm.org/media/news/physi...

MILK CHANGES YOUR BLOOD HORMONES
https://www.ncbi.nlm.nih.gov/pubmed/1...

DAIRY
http://m.ajcn.nutrition.org/content/1...

VEGAN DIETS
https://www.ncbi.nlm.nih.gov/pmc/arti...

LONGEST LIVING PEOPLE
http://jamanetwork.com/journals/jamai...

FAT VS CARBS
https://www.ncbi.nlm.nih.gov/pubmed/7...

LOW CARB DIETS
https://www.ncbi.nlm.nih.gov/pubmed/2...

SATURATED FATTY ACIDS
http://m.jn.nutrition.org/content/74/...

ATHEROSCLEROSIS AND CHOLESTEROL
https://www.ncbi.nlm.nih.gov/pmc/arti...

HEALTHY CHOLESTEROL LEVELS
https://www.ncbi.nlm.nih.gov/pubmed/1...

ATHEROSCLEROSIS HISTORY
https://www.ncbi.nlm.nih.gov/pubmed/2...

L-CARNATINE...
https://www.health.harvard.edu/blog/n...

------------------------------------------------------

WHAT THE HEALTH
http://www.whatthehealthfilm.com/

COWSPIRACY
http://www.cowspiracy.com/

UPROOTING THE LEADING CAUSES
https://youtu.be/30gEiweaAVQ

THIS SPEECH IS YOUR WAKE UP CALL
https://youtu.be/KHOcox2lvQo

DIABETES TEDTALK
https://youtu.be/ktQzM2IA-qU

BEST SPEECH YOU WILL EVER HEAR
https://youtu.be/es6U00LMmC4

IRONMAN JOHN JOSEPH
https://youtu.be/JaS2ZNlp7oQ

FOOD CHOICES
https://youtu.be/V8uqaI9lkQ4

CHICKEN FARMS EXPOSED
https://youtu.be/boUs1FUyXJo

DR.LIM - PALEO TO PLANT BASED
https://youtu.be/tbH6TIdtZ3Q

HUMANS ARE NOT DESIGNED TO EAT MEAT
https://youtu.be/sXj76A9hI-o

DAIRY
https://youtu.be/XT5IczyhFGQ",People & Blogs,0
qOGBSH82JyM,Prevenir e Tratar Doenças Cardiovasculares com Dieta- É possível?,871 views,96 likes,2 dislikes,RafaelPintoPT,18K,"Published on Jul 11, 2018","Como prevenir, tratar, reverter doenças cardiovasculares com a dieta e alterações de estilo de vida. Doenças do coração. Doenças cardiacas, acumulação de placa e colesterol.

Fontes:
https://www.ncbi.nlm.nih.gov/pmc/arti...
https://www.ajconline.org/article/000...
https://www.sciencedirect.com/science...
http://atvb.ahajournals.org/content/5...
https://pdfs.semanticscholar.org/1873...
https://www.ncbi.nlm.nih.gov/books/NB...
https://linkinghub.elsevier.com/retri...
http://www.onlinejacc.org/content/43/...
https://www.ncbi.nlm.nih.gov/pmc/arti...
https://www.ncbi.nlm.nih.gov/pubmed/1...
https://www.ncbi.nlm.nih.gov/pubmed/3...
https://www.ncbi.nlm.nih.gov/pubmed/2...
https://pdfs.semanticscholar.org/1873...
https://www.ncbi.nlm.nih.gov/pmc/arti...
https://www.ncbi.nlm.nih.gov/pubmed/1...
https://www.ncbi.nlm.nih.gov/pubmed/1...
https://www.ncbi.nlm.nih.gov/pubmed/2...

Dean Ornish:
https://www.sciencedirect.com/science...
https://jamanetwork.com/journals/jama...

Caldwell Esselstyn:
https://europepmc.org/abstract/med/75...
https://pdfs.semanticscholar.org/1873...
https://onlinelibrary.wiley.com/doi/e...
http://dresselstyn.com/JFP_06307_Arti...
https://www.ncbi.nlm.nih.gov/pmc/arti...
https://www.youtube.com/watch?v=EqKNf...

Dietas low-carb vs vegetarianas saudaveis
http://journals.sagepub.com/doi/abs/1...

Vegans vs maratonistas:
https://www.ncbi.nlm.nih.gov/pubmed/1...
https://nutritionfacts.org/video/arte...

O que comer:
https://jamanetwork.com/journals/jama...
https://academic.oup.com/ajcn/article...
https://academic.oup.com/ajcn/article...
https://academic.oup.com/ajcn/article...
https://www.nature.com/articles/1602435
https://jamanetwork.com/journals/jama...
http://annals.org/aim/article-abstrac...
https://academic.oup.com/ajcn/article...",People & Blogs,48 Comments
_wphthWfaO8,HOW TO LOOK AND FEEL YOUNGER WITH A FRUITARIAN DIET | REVERSE AGING | FRUITARIANISM HEALTH,212 views,29 likes,3 dislikes,FRUITARIAN,13K,"Published on Jul 8, 2018","LINK TO ARTICLE...
https://www.dailyrecord.co.uk/lifesty...

SUPPORT ME ON PATREON...
https://www.patreon.com/TBayTrainer

DONATE TO THE CHANNEL...
paypal.me/TBayTrainer

-------------------------------------------------------

FOLLOW ME ON FACEBOOK...
https://m.facebook.com/TbayTrainer

FOLLOW ME ON TWITTER...
https://www.twitter.com/mrnutwood

FOLLOW ME ON INSTAGRAM...
https://www.instagram.com/thunder_bay...

MUSIC IN MY VIDEOS MADE BY...
https://youtu.be/xSawdkqgEL4

--------------------------------------------------------

FRUITARIANISM...
https://www.scribd.com/document/17676...

HUMANS ARE FRUGIVORES...
https://joedubs.com/are-humans-frugiv...

HUMANS ARE FRUIT EATERS...
http://www.rawfoodexplained.com/the-h...

HEME IRON...
https://www.ncbi.nlm.nih.gov/pubmed/2...

MASAI https://academic.oup.com/aje/article-...

RED MEAT, CHICKEN, PROCESSED MEAT
AND CANCER http://www.who.int/features/qa/cancer...

REVERSING HEART DISEASE
https://plantspace.org/cardiovascular...

EGG INDUSTRY SUED
https://www.pcrm.org/media/news/physi...

MILK CHANGES YOUR BLOOD HORMONES
https://www.ncbi.nlm.nih.gov/pubmed/1...

DAIRY
http://m.ajcn.nutrition.org/content/1...

VEGAN DIETS
https://www.ncbi.nlm.nih.gov/pmc/arti...

LONGEST LIVING PEOPLE
http://jamanetwork.com/journals/jamai...

FAT VS CARBS
https://www.ncbi.nlm.nih.gov/pubmed/7...

LOW CARB DIETS
https://www.ncbi.nlm.nih.gov/pubmed/2...

SATURATED FATTY ACIDS
http://m.jn.nutrition.org/content/74/...

ATHEROSCLEROSIS AND CHOLESTEROL
https://www.ncbi.nlm.nih.gov/pmc/arti...

HEALTHY CHOLESTEROL LEVELS
https://www.ncbi.nlm.nih.gov/pubmed/1...

ATHEROSCLEROSIS HISTORY
https://www.ncbi.nlm.nih.gov/pubmed/2...

L-CARNATINE...
https://www.health.harvard.edu/blog/n...

------------------------------------------------------

WHAT THE HEALTH
http://www.whatthehealthfilm.com/

COWSPIRACY
http://www.cowspiracy.com/

UPROOTING THE LEADING CAUSES
https://youtu.be/30gEiweaAVQ

THIS SPEECH IS YOUR WAKE UP CALL
https://youtu.be/KHOcox2lvQo

DIABETES TEDTALK
https://youtu.be/ktQzM2IA-qU

BEST SPEECH YOU WILL EVER HEAR
https://youtu.be/es6U00LMmC4

IRONMAN JOHN JOSEPH
https://youtu.be/JaS2ZNlp7oQ

FOOD CHOICES
https://youtu.be/V8uqaI9lkQ4

CHICKEN FARMS EXPOSED
https://youtu.be/boUs1FUyXJo

DR.LIM - PALEO TO PLANT BASED
https://youtu.be/tbH6TIdtZ3Q

HUMANS ARE NOT DESIGNED TO EAT MEAT
https://youtu.be/sXj76A9hI-o

DAIRY
https://youtu.be/XT5IczyhFGQ",People & Blogs,0
JkckqZL6tBQ,VEGANISM DEBUNKED - PART 125 - RED PILL VEGAN - TRANS FATS REVERSE HEART DISEASE,548 views,52 likes,4 dislikes,VEGAN DEBATE KING - CARNIVORE SLAYER,13K,"Published on Jul 1, 2018","SUBSCRIBE TO RED PILL VEGAN...
https://www.youtube.com/channel/UC5_d...

SUPPORT ME ON PATREON...
https://www.patreon.com/TBayTrainer

DONATE TO THE CHANNEL...
paypal.me/TBayTrainer

BUY VEGAN CLOTHING
DISCOUNT CODE: logan10
http://henchherbivore.com/shop/

-------------------------------------------------------

FOLLOW ME ON FACEBOOK...
https://m.facebook.com/TbayTrainer

FOLLOW ME ON TWITTER...
https://www.twitter.com/mrnutwood

FOLLOW ME ON INSTAGRAM...
https://www.instagram.com/thunder_bay...

MUSIC IN MY VIDEOS MADE BY...
https://youtu.be/xSawdkqgEL4

--------------------------------------------------------

FRUITARIANISM...
https://www.scribd.com/document/17676...

HUMANS ARE FRUGIVORES...
https://joedubs.com/are-humans-frugiv...

HUMANS ARE FRUIT EATERS...
http://www.rawfoodexplained.com/the-h...

HEME IRON...
https://www.ncbi.nlm.nih.gov/pubmed/2...

MASAI https://academic.oup.com/aje/article-...

RED MEAT, CHICKEN, PROCESSED MEAT
AND CANCER http://www.who.int/features/qa/cancer...

REVERSING HEART DISEASE
https://plantspace.org/cardiovascular...

EGG INDUSTRY SUED
https://www.pcrm.org/media/news/physi...

MILK CHANGES YOUR BLOOD HORMONES
https://www.ncbi.nlm.nih.gov/pubmed/1...

DAIRY
http://m.ajcn.nutrition.org/content/1...

VEGAN DIETS
https://www.ncbi.nlm.nih.gov/pmc/arti...

LONGEST LIVING PEOPLE
http://jamanetwork.com/journals/jamai...

FAT VS CARBS
https://www.ncbi.nlm.nih.gov/pubmed/7...

LOW CARB DIETS
https://www.ncbi.nlm.nih.gov/pubmed/2...

SATURATED FATTY ACIDS
http://m.jn.nutrition.org/content/74/...

ATHEROSCLEROSIS AND CHOLESTEROL
https://www.ncbi.nlm.nih.gov/pmc/arti...

HEALTHY CHOLESTEROL LEVELS
https://www.ncbi.nlm.nih.gov/pubmed/1...

ATHEROSCLEROSIS HISTORY
https://www.ncbi.nlm.nih.gov/pubmed/2...

L-CARNATINE...
https://www.health.harvard.edu/blog/n...

------------------------------------------------------

WHAT THE HEALTH
http://www.whatthehealthfilm.com/

COWSPIRACY
http://www.cowspiracy.com/

UPROOTING THE LEADING CAUSES
https://youtu.be/30gEiweaAVQ

THIS SPEECH IS YOUR WAKE UP CALL
https://youtu.be/KHOcox2lvQo

DIABETES TEDTALK
https://youtu.be/ktQzM2IA-qU

BEST SPEECH YOU WILL EVER HEAR
https://youtu.be/es6U00LMmC4

IRONMAN JOHN JOSEPH
https://youtu.be/JaS2ZNlp7oQ

FOOD CHOICES
https://youtu.be/V8uqaI9lkQ4

CHICKEN FARMS EXPOSED
https://youtu.be/boUs1FUyXJo

DR.LIM - PALEO TO PLANT BASED
https://youtu.be/tbH6TIdtZ3Q

HUMANS ARE NOT DESIGNED TO EAT MEAT
https://youtu.be/sXj76A9hI-o

DAIRY
https://youtu.be/XT5IczyhFGQ",People & Blogs,0
9jCaz4LO73E,HAPPY VEGAN CANADA DAY - RACE KIT UNBOXING,610 views,,,CHICAGO,13K,"Streamed live on Jun 30, 2018","SUPPORT ME ON PATREON...
https://www.patreon.com/TBayTrainer

DONATE TO THE CHANNEL...
paypal.me/TBayTrainer

BUY VEGAN CLOTHING
DISCOUNT CODE: logan10
http://henchherbivore.com/shop/

-------------------------------------------------------

FOLLOW ME ON FACEBOOK...
https://m.facebook.com/TbayTrainer

FOLLOW ME ON TWITTER...
https://www.twitter.com/mrnutwood

FOLLOW ME ON INSTAGRAM...
https://www.instagram.com/thunder_bay...

MUSIC IN MY VIDEOS MADE BY...
https://youtu.be/xSawdkqgEL4

--------------------------------------------------------

FRUITARIANISM...
https://www.scribd.com/document/17676...

HUMANS ARE FRUGIVORES...
https://joedubs.com/are-humans-frugiv...

HUMANS ARE FRUIT EATERS...
http://www.rawfoodexplained.com/the-h...

HEME IRON...
https://www.ncbi.nlm.nih.gov/pubmed/2...

MASAI https://academic.oup.com/aje/article-...

RED MEAT, CHICKEN, PROCESSED MEAT
AND CANCER http://www.who.int/features/qa/cancer...

REVERSING HEART DISEASE
https://plantspace.org/cardiovascular...

EGG INDUSTRY SUED
https://www.pcrm.org/media/news/physi...

MILK CHANGES YOUR BLOOD HORMONES
https://www.ncbi.nlm.nih.gov/pubmed/1...

DAIRY
http://m.ajcn.nutrition.org/content/1...

VEGAN DIETS
https://www.ncbi.nlm.nih.gov/pmc/arti...

LONGEST LIVING PEOPLE
http://jamanetwork.com/journals/jamai...

FAT VS CARBS
https://www.ncbi.nlm.nih.gov/pubmed/7...

LOW CARB DIETS
https://www.ncbi.nlm.nih.gov/pubmed/2...

SATURATED FATTY ACIDS
http://m.jn.nutrition.org/content/74/...

ATHEROSCLEROSIS AND CHOLESTEROL
https://www.ncbi.nlm.nih.gov/pmc/arti...

HEALTHY CHOLESTEROL LEVELS
https://www.ncbi.nlm.nih.gov/pubmed/1...

ATHEROSCLEROSIS HISTORY
https://www.ncbi.nlm.nih.gov/pubmed/2...

L-CARNATINE...
https://www.health.harvard.edu/blog/n...

------------------------------------------------------

WHAT THE HEALTH
http://www.whatthehealthfilm.com/

COWSPIRACY
http://www.cowspiracy.com/

UPROOTING THE LEADING CAUSES
https://youtu.be/30gEiweaAVQ

THIS SPEECH IS YOUR WAKE UP CALL
https://youtu.be/KHOcox2lvQo

DIABETES TEDTALK
https://youtu.be/ktQzM2IA-qU

BEST SPEECH YOU WILL EVER HEAR
https://youtu.be/es6U00LMmC4

IRONMAN JOHN JOSEPH
https://youtu.be/JaS2ZNlp7oQ

FOOD CHOICES
https://youtu.be/V8uqaI9lkQ4

CHICKEN FARMS EXPOSED
https://youtu.be/boUs1FUyXJo

DR.LIM - PALEO TO PLANT BASED
https://youtu.be/tbH6TIdtZ3Q

HUMANS ARE NOT DESIGNED TO EAT MEAT
https://youtu.be/sXj76A9hI-o

DAIRY
https://youtu.be/XT5IczyhFGQ",People & Blogs,0
MivsDWjle1w,NAME THE TRAIT + VEGANISM DEBATE,297 views,22 likes,No dislikes,DEBATE,13K,"Published on Jun 29, 2018","SUPPORT ME ON PATREON...
https://www.patreon.com/TBayTrainer

DONATE TO THE CHANNEL...
paypal.me/TBayTrainer

BUY VEGAN CLOTHING
DISCOUNT CODE: logan10
http://henchherbivore.com/shop/

-------------------------------------------------------

FOLLOW ME ON FACEBOOK...
https://m.facebook.com/TbayTrainer

FOLLOW ME ON TWITTER...
https://www.twitter.com/mrnutwood

FOLLOW ME ON INSTAGRAM...
https://www.instagram.com/thunder_bay...

MUSIC IN MY VIDEOS MADE BY...
https://youtu.be/xSawdkqgEL4

--------------------------------------------------------

FRUITARIANISM...
https://www.scribd.com/document/17676...

HUMANS ARE FRUGIVORES...
https://joedubs.com/are-humans-frugiv...

HUMANS ARE FRUIT EATERS...
http://www.rawfoodexplained.com/the-h...

HEME IRON...
https://www.ncbi.nlm.nih.gov/pubmed/2...

MASAI https://academic.oup.com/aje/article-...

RED MEAT, CHICKEN, PROCESSED MEAT
AND CANCER http://www.who.int/features/qa/cancer...

REVERSING HEART DISEASE
https://plantspace.org/cardiovascular...

EGG INDUSTRY SUED
https://www.pcrm.org/media/news/physi...

MILK CHANGES YOUR BLOOD HORMONES
https://www.ncbi.nlm.nih.gov/pubmed/1...

DAIRY
http://m.ajcn.nutrition.org/content/1...

VEGAN DIETS
https://www.ncbi.nlm.nih.gov/pmc/arti...

LONGEST LIVING PEOPLE
http://jamanetwork.com/journals/jamai...

FAT VS CARBS
https://www.ncbi.nlm.nih.gov/pubmed/7...

LOW CARB DIETS
https://www.ncbi.nlm.nih.gov/pubmed/2...

SATURATED FATTY ACIDS
http://m.jn.nutrition.org/content/74/...

ATHEROSCLEROSIS AND CHOLESTEROL
https://www.ncbi.nlm.nih.gov/pmc/arti...

HEALTHY CHOLESTEROL LEVELS
https://www.ncbi.nlm.nih.gov/pubmed/1...

ATHEROSCLEROSIS HISTORY
https://www.ncbi.nlm.nih.gov/pubmed/2...

L-CARNATINE...
https://www.health.harvard.edu/blog/n...

------------------------------------------------------

WHAT THE HEALTH
http://www.whatthehealthfilm.com/

COWSPIRACY
http://www.cowspiracy.com/

UPROOTING THE LEADING CAUSES
https://youtu.be/30gEiweaAVQ

THIS SPEECH IS YOUR WAKE UP CALL
https://youtu.be/KHOcox2lvQo

DIABETES TEDTALK
https://youtu.be/ktQzM2IA-qU

BEST SPEECH YOU WILL EVER HEAR
https://youtu.be/es6U00LMmC4

IRONMAN JOHN JOSEPH
https://youtu.be/JaS2ZNlp7oQ

FOOD CHOICES
https://youtu.be/V8uqaI9lkQ4

CHICKEN FARMS EXPOSED
https://youtu.be/boUs1FUyXJo

DR.LIM - PALEO TO PLANT BASED
https://youtu.be/tbH6TIdtZ3Q

HUMANS ARE NOT DESIGNED TO EAT MEAT
https://youtu.be/sXj76A9hI-o

DAIRY
https://youtu.be/XT5IczyhFGQ",People & Blogs,0
Z_wNddut9oY,A&W HAS A NEW VEGAN BURGER | COMES OUT IN CANADA JULY 9TH 2018 | THE BEYOND BURGER,"2,592 views",27 likes,8 dislikes,SENEGAL,13K,"Streamed live on Jun 28, 2018","SUPPORT ME ON PATREON...
https://www.patreon.com/TBayTrainer

DONATE TO THE CHANNEL...
paypal.me/TBayTrainer

BUY VEGAN CLOTHING
DISCOUNT CODE: logan10
http://henchherbivore.com/shop/

-------------------------------------------------------

FOLLOW ME ON FACEBOOK...
https://m.facebook.com/TbayTrainer

FOLLOW ME ON TWITTER...
https://www.twitter.com/mrnutwood

FOLLOW ME ON INSTAGRAM...
https://www.instagram.com/thunder_bay...

MUSIC IN MY VIDEOS MADE BY...
https://youtu.be/xSawdkqgEL4

--------------------------------------------------------

FRUITARIANISM...
https://www.scribd.com/document/17676...

HUMANS ARE FRUGIVORES...
https://joedubs.com/are-humans-frugiv...

HUMANS ARE FRUIT EATERS...
http://www.rawfoodexplained.com/the-h...

HEME IRON...
https://www.ncbi.nlm.nih.gov/pubmed/2...

MASAI https://academic.oup.com/aje/article-...

RED MEAT, CHICKEN, PROCESSED MEAT
AND CANCER http://www.who.int/features/qa/cancer...

REVERSING HEART DISEASE
https://plantspace.org/cardiovascular...

EGG INDUSTRY SUED
https://www.pcrm.org/media/news/physi...

MILK CHANGES YOUR BLOOD HORMONES
https://www.ncbi.nlm.nih.gov/pubmed/1...

DAIRY
http://m.ajcn.nutrition.org/content/1...

VEGAN DIETS
https://www.ncbi.nlm.nih.gov/pmc/arti...

LONGEST LIVING PEOPLE
http://jamanetwork.com/journals/jamai...

FAT VS CARBS
https://www.ncbi.nlm.nih.gov/pubmed/7...

LOW CARB DIETS
https://www.ncbi.nlm.nih.gov/pubmed/2...

SATURATED FATTY ACIDS
http://m.jn.nutrition.org/content/74/...

ATHEROSCLEROSIS AND CHOLESTEROL
https://www.ncbi.nlm.nih.gov/pmc/arti...

HEALTHY CHOLESTEROL LEVELS
https://www.ncbi.nlm.nih.gov/pubmed/1...

ATHEROSCLEROSIS HISTORY
https://www.ncbi.nlm.nih.gov/pubmed/2...

L-CARNATINE...
https://www.health.harvard.edu/blog/n...

------------------------------------------------------

WHAT THE HEALTH
http://www.whatthehealthfilm.com/

COWSPIRACY
http://www.cowspiracy.com/

UPROOTING THE LEADING CAUSES
https://youtu.be/30gEiweaAVQ

THIS SPEECH IS YOUR WAKE UP CALL
https://youtu.be/KHOcox2lvQo

DIABETES TEDTALK
https://youtu.be/ktQzM2IA-qU

BEST SPEECH YOU WILL EVER HEAR
https://youtu.be/es6U00LMmC4

IRONMAN JOHN JOSEPH
https://youtu.be/JaS2ZNlp7oQ

FOOD CHOICES
https://youtu.be/V8uqaI9lkQ4

CHICKEN FARMS EXPOSED
https://youtu.be/boUs1FUyXJo

DR.LIM - PALEO TO PLANT BASED
https://youtu.be/tbH6TIdtZ3Q

HUMANS ARE NOT DESIGNED TO EAT MEAT
https://youtu.be/sXj76A9hI-o

DAIRY
https://youtu.be/XT5IczyhFGQ",People & Blogs,0
uRBm6Q8BeIM,WAR ON CARBS DOCUMENTARY DEBUNKED - MARK & CHRIS BELL DOC MOVIE REFUTED,805 views,33 likes,21 dislikes,KOREA,13K,"Streamed live on Jun 23, 2018","SUPPORT ME ON PATREON...
https://www.patreon.com/TBayTrainer

DONATE TO THE CHANNEL...
paypal.me/TBayTrainer

BUY VEGAN CLOTHING
DISCOUNT CODE: logan10
http://henchherbivore.com/shop/

-------------------------------------------------------

FOLLOW ME ON FACEBOOK...
https://m.facebook.com/TbayTrainer

FOLLOW ME ON TWITTER...
https://www.twitter.com/mrnutwood

FOLLOW ME ON INSTAGRAM...
https://www.instagram.com/thunder_bay...

MUSIC IN MY VIDEOS MADE BY...
https://youtu.be/xSawdkqgEL4

--------------------------------------------------------

FRUITARIANISM...
https://www.scribd.com/document/17676...

HUMANS ARE FRUGIVORES...
https://joedubs.com/are-humans-frugiv...

HUMANS ARE FRUIT EATERS...
http://www.rawfoodexplained.com/the-h...

HEME IRON...
https://www.ncbi.nlm.nih.gov/pubmed/2...

MASAI https://academic.oup.com/aje/article-...

RED MEAT, CHICKEN, PROCESSED MEAT
AND CANCER http://www.who.int/features/qa/cancer...

REVERSING HEART DISEASE
https://plantspace.org/cardiovascular...

EGG INDUSTRY SUED
https://www.pcrm.org/media/news/physi...

MILK CHANGES YOUR BLOOD HORMONES
https://www.ncbi.nlm.nih.gov/pubmed/1...

DAIRY
http://m.ajcn.nutrition.org/content/1...

VEGAN DIETS
https://www.ncbi.nlm.nih.gov/pmc/arti...

LONGEST LIVING PEOPLE
http://jamanetwork.com/journals/jamai...

FAT VS CARBS
https://www.ncbi.nlm.nih.gov/pubmed/7...

LOW CARB DIETS
https://www.ncbi.nlm.nih.gov/pubmed/2...

SATURATED FATTY ACIDS
http://m.jn.nutrition.org/content/74/...

ATHEROSCLEROSIS AND CHOLESTEROL
https://www.ncbi.nlm.nih.gov/pmc/arti...

HEALTHY CHOLESTEROL LEVELS
https://www.ncbi.nlm.nih.gov/pubmed/1...

ATHEROSCLEROSIS HISTORY
https://www.ncbi.nlm.nih.gov/pubmed/2...

L-CARNATINE...
https://www.health.harvard.edu/blog/n...

------------------------------------------------------

WHAT THE HEALTH
http://www.whatthehealthfilm.com/

COWSPIRACY
http://www.cowspiracy.com/

UPROOTING THE LEADING CAUSES
https://youtu.be/30gEiweaAVQ

THIS SPEECH IS YOUR WAKE UP CALL
https://youtu.be/KHOcox2lvQo

DIABETES TEDTALK
https://youtu.be/ktQzM2IA-qU

BEST SPEECH YOU WILL EVER HEAR
https://youtu.be/es6U00LMmC4

IRONMAN JOHN JOSEPH
https://youtu.be/JaS2ZNlp7oQ

FOOD CHOICES
https://youtu.be/V8uqaI9lkQ4

CHICKEN FARMS EXPOSED
https://youtu.be/boUs1FUyXJo

DR.LIM - PALEO TO PLANT BASED
https://youtu.be/tbH6TIdtZ3Q

HUMANS ARE NOT DESIGNED TO EAT MEAT
https://youtu.be/sXj76A9hI-o

DAIRY
https://youtu.be/XT5IczyhFGQ",People & Blogs,0
