youtube_ids,status
sABBFLoXYaA,U
CDx0RoE3zZ8,A
FeiG_Kpi16Q,A
BlOJtTnLreY,U
LilVG9grOFs,A
axUHiAzwOdA,U
1wT8peM33AA,U
J0E5pQoLJsA,A
_UkBGo8oIl4,A
HeVNge1wooE,A
a4f9sh3XegY,U
siScj08gnf8,A
KBHHkvAgTdk,A
peb9Ah79iwk,U
_-wVsllE8jw,U
_afsD7eLrIE,U
8NqhwOJRFek,U
yOG6q_C96GQ,A
SYPgyLTFq10,A
0Xmk_M5aAb0,A
Tt6cd89X2tY,A
VyQUFoFM7Sc,A
IwZOePqw7IQ,A
dahYmiUkOy0,A
Z5aQHz4siyA,A
hLO888jgbq4,A
ox2TP15GlXI,A
ms_QXEQyJvA,A
PbcCUmDA7P0,A
Dm-C9DYHXqo,A
XT6D5Ka0RvE,A
l6jwsuTa9mo,U
Lv0uwv0FOWs,U
486b0Xcswco,A
MKA9av-eOzE,A
SlaNL4vC--E,A
GSrRfRI9Qm8,A
CyqAWhP6Lwo,A
nrFsJ_YJhmk,A
fM0nKYDyJMI,A
1rDiKDFSrmI,A
_ZcN44qAbXU,A
vcFBtViZ7eo,A
9ZfT4-0O6Hs,A
obKgXeflfwU,A
fyLC_t9GuvM,A
BU1zjYC5fMA,A
sauuU66-Pik,A
19iqo9GDpu8,A
jNva8VAJnrM,A
ZBGDSdS1bxQ,A
QexoLs1D7CA,A
_G1-jozfXik,A
PWN5qHR_6_c,A
Cj-G1lg4zag,A
8ldC4CS8A3s,A
GpWF2m8O4sw,U
r5Wg9D-K3AU,U
JyUWSppusN8,U
6CVgm1IkEAM,U
cHDKlhdWuIA,U
DlT_naf4T0s,A
JSN9tSnzU7A,A
MG0Zrip2uwk,A
c5Ez1LzVn2A,A
a-bihZxdi68,A
KXId_dBuHoU,A
01H8W5EnwFM,A
tR7FSeJyGiM,A
UbL9mO2EWW0,A
_qPgTH41okA,A
fUH1I0lyWMY,A
9sY2LxPcA3Q,A
qXLLzQg4G8Q,A
3RX9EAGjvrw,A
DM_gq5_EzAU,A
_59wbj91P4s,A
etdtxNhm0MI,A
EDcueNX-G7Q,A
KslaG22OBU0,A
ZlIGxoG8pFU,A
LYGabhaWhlQ,A
AUhMldK8hTs,A
Pd_YDwfMmmc,A
T2o1S46kOqg,A
fYpT33uFLno,A
64H6Ar25YMM,A
sGOzUwAvPX4,A
#NAME?,A
994O5Tkr8GM,A
6wnU6v_ic1s,A
Srvdatx-Xeg,A
FP_3uTPEQgk,A
R90hXgd6lqY,A
G_n3BGv98Rk,A
AVdq1umcetQ,A
4z-aT8Wp2YQ,A
8judnp6fBqw,A
4awPGTw79nA,A
OyeXb9144Z0,A
UZtXeSZqIgM,A
cB6wS_NiGSI,A
l2o2Twh5XpQ,A
PKkc7kgaNQk,A
QNeeuIqLmvY,U
PGtiXcgXu6s,A
6PyTLtEHPFA,A
uDMOasR34do,A
OsbWOCkSejE,A
e5ll3E_dKs8,A
Ujk7uzHsvNk,A
mej9bNvPDOg,A
8BJMeXyZw_o,A
czqpMVkcgQk,A
MrpvVZj_svk,A
7C_PQVh9Ufs,A
wPLACJ40jtw,A
tzMeQRtY8Z8,A
I9KKdTrNMec,A
wphglRmP038,A
R33klxk_S-U,A
VqbwmQ_uUj4,A
mUo3kZCudcM,A
zUP-C2XaFX8,A
BMQUYxQNpbg,A
TgTezoy4MsQ,A
6kc2RYS_hag,A
pJfHtxNwNn8,U
9KLUjULNxcQ,U
GXl8Lj6EFqI,A
GSjI-rxpar8,A
#NAME?,A
66nOhx_ilag,A
TrLVTPIcz3k,A
erFf-Nwjcws,A
UIE20Z5FYqo,A
em2H-mhtx-E,A
VwF6XbP4spw,A
_pfAu2XHoF4,A
ONVgGX-TIFE,U
i6JsodSMgIw,A
VKOGs44mQy4,U
YX_bNeyj2_E,A
bCDpshXMbXQ,A
5y17-ea4idc,A
c5qxMFxcI_4,A
inCFOX0nYQU,A
At0LIAMfc34,A
QcvS1zWfYxU,A
IhBZfuAwNDA,A
GSKc3OCjo-M,A
L3mK9KoBwb4,A
rlvej4TP-BY,A
Q73t3pxYhnU,A
4jZa61wIM84,A
vv-A1dMa10Q,A
HGIMdpidY2A,A
3vSgZnM8Av0,A
3MnJZ0wLmII,A
djN8AOQvGhE,A
RXe-wI99FBY,A
yiIJoxOkrVA,A
OCkwQU4q6kI,U
_nM3FN8nmF4,U
c3I_l78DhRM,U
3UPUM7dSj6I,U
G6W8kcbSe1s,A
xE7VV-7D70Y,A
VoyEexWPlI8,A
5k_dd-B0xmo,A
me95C0VbHJc,A
HeooC_uI2OI,A
4cZjcaTFWzM,A
qnBOQLz0usw,A
i1BhJtsHSR4,A
WmHFsZfert0,A
Pd4tsaRJBes,A
iDSgZUEd0Kk,A
RIuJZCj5hEc,U
Ldrq2Z3LG58,A
3VYuAEFwfC4,A
eT7FaifJ3HQ,A
TAD6BodDEng,A
Pe4FCYJVnp0,A
W8u5Iu9c-kY,A
dQioUvIoBzE,A
XObxnCSyZug,A
C9jAm-kP4pU,A
2yGh1Z1vf-E,A
hpcQ6Kysb-8,A
z0tXwiRIZN8,A
TUjTswE4bLY,A
bpV1qWZI4BE,A
l36sk3UBfZg,A
naJb1GKZlDw,A
K5-meYOLMvs,A
rxNo7ovAglk,A
QekJnI-nQo8,A
lvXRvS2SVsg,A
MY1zuqQ_uPI,A
Wxh4B0R6Nvg,A
aOF3jtp8CRg,A
r8Oojdd0vdc,A
WmlAJpB8K_4,A
1JK-WhvDW5w,A
6b8v68HmW84,A
D57Tq1pNKWY,A
DVNsdayEr4M,A
BxKCk_GL9c8,A
cXilkY_ZFIY,A
_jRzrR6BQOQ,A
CEB93fPoQdA,A
pO3BiuDzMFU,A
XE78MVnpmqA,A
e-PBvQsErcA,A
tx3D6Q4Bo2c,A
GHC7JA5i1-8,A
awT71-xgUCo,A
s9CBMzEKQiI,A
TKlWBgSYAsU,A
LTD-WMhYXWk,A
DKfWRwE0YqA,A
xibI__iroDk,A
iwyXpl6_v_8,A
37JvBY4Is-A,A
4d4sMu5WjkY,A
QspSoMjWOTU,A
OismGS4S5oU,A
_l6oxuR5usQ,A
bRC3v0ITYYo,A
5Sh2XCdvnV8,A
s-G3GCUsvR0,A
Chc2DTHv4Bk,A
x1xln3RXDiE,A
ytQ3fWvto5o,A
TFn15DvxSDE,A
BuyNYBfpOxo,A
uJJeyfEOwXg,U
CGvx4gl3D7w,A
mmlUmFw1I9k,A
PDiCT8JgHBI,A
eAT0jVaUWcQ,A
pCOGiMFUXCY,A
iF2JPyNiPrA,A
WhlNhzK-ZJI,A
yfByRZrAfAc,A
QqjQ4uIQeeA,A
i9f_aUvsevI,U
fJVYFf_4Kj4,U
0ptFf2iizZI,U
pYran5YoULI,A
QCCjhHbutM8,U
l3pImJkRY_c,U
NWjNiZfQx_w,A
TONipUquGvQ,U
wiBUGI55bfk,U
TRW_LJVmQJM,U
lZZH2FpU5fw,A
5LJgFDmW6HI,U
scz7kPKr0tk,A
kFg8WoblFoU,A
cB5SG76E2-w,A
dPJBalMZ824,A
SDXPwD7FL3g,A
lfxDJ3c3hBc,A
jEaI3RSyAYM,A
KkGhAaUbYIk,A
6q9TCQwDIwI,U
1eqraV-3ouE,A
NFHPMLNihag,A
hhCx3K8XJJM,A
7dmjEYK_72k,A
dnWCbo_SJh0,A
fb4neckH9Gk,A
yjqS7y6IBj4,A
TN5_r9MeXcw,A
HuEXEAVcNoM,A
eUsj6IVxeQM,A
P1oX4X1h6js,A
CTwq_9GE0gc,A
b_GVnZWVhgk,A
9q9LGzX9fok,A
WhzBu8pyrsc,A
Brgw8qI8k-k,A
qSIGYhWhIts,A
sWTen1tAgMI,A
wqzdfjDfEmg,A
NhZBKdsBpZI,A
A1DEmNuUFbE,A
cf-FNXmWpCA,A
la2MIgcUTm0,A
jhba7hN3ZDY,A
IOLbh0bIwm8,A
zyL3FGBAW28,A
uvhZXuPCmk0,A
5A1ih3Z5YbA,A
63rE-kI4xAs,A
ONJYq8uPOU4,A
tZ4Gw-572Mw,A
vOk7OkVxNx0,A
IGFwYeNVo9Q,A
2RBPCdyYd7Y,A
2vTnmAl7t-0,A
A5sVS_zxs08,A
CXMOsFgUryM,A
G_o7kADeOgQ,A
KJIOka5uhW8,A
xDJyt9YGWTI,A
OmjabnAXt5E,A
s5xuXZ0yZ_k,A
vyDoXwhiiEA,A
2UCWel1nhMQ,A
SGJZDsQG4kQ,A
XM6zG4wrnWU,A
inh_8755XsU,A
uw_DcmhSkhM,A
FHln2mMh0ac,A
tUW-iE5ZS88,A
um2pW9rKkSQ,A
h5Dj-bm604g,A
0kaxjkWX3jo,A
Ryiqo2n91fE,A
t1YTACKlU7U,A
nRKUPVFRwOY,A
ftMPOS5q2Co,A
#NAME?,A
AaaMAkrD57M,A
GPRCsXarBMY,A
JiBKAZscPUo,A
YGP_GM1bfbg,A
hChPzoEXK2Q,A
Xq9EHBJ80G8,A
EWhxjSs5IIQ,A
Twq2EssB5pc,U
77-GS2E4gZI,U
pur3R9PwnVs,U
FecEE5bJglQ,U
iFc3d0_yrkY,U
jFL0CHQHy7w,A
UzPBsHrOA2I,A
T5ZFlLyAwPc,A
kEh0YS0E0NM,A
GDudEr4WAl4,A
WZOYXfv-qeo,A
zShP3elooXo,A
9iQAOdVosx0,A
5R81I5unoIc,A
jDWEWlRmhNk,A
4xSn8YpXbUI,U
6jfY7jNbxNQ,A
UAQ7bTPtEEU,A
CPraTaWFSoI,A
CI40DzIfxbI,A
DJa1jufxho4,A
dqMOXOVb8VQ,A
UA47qhKmruc,A
2X0QgVU39dU,A
YzEUumUnFBw,A
cKibGr6xf4Q,A
AYhPPwgtR0w,A
BX6G5kNAFuQ,A
ZJeC1SzvMY8,A
D7SAlmLHWDQ,A
qSpyLlMsQBU,A
PkasqT1GL2o,A
XqZqOij1qmE,U
4htxixS3MTE,U
MhjRSTDXa90,U
sbmm6p5VYHU,U
uIismbS0Cic,U
RlfQQnVoxs8,A
f0nyBJYaTz4,A
dhaCDuqabUc,A
DB2Mc28LoDg,A
o9EvY7eRabo,A
DY07IfvDM4E,A
KSDzwEBvGHM,A
Q12q-8pnY6Y,A
w2IrRLWe5jY,A
PYqJr3cJLis,A
sW8jdQcYu8Q,A
8FlPjfIt9xM,A
k57Zl9S3Ht0,A
Ti1lIMnqDeA,A
3BsPvSgoVaY,A
Z8BGGVffXD4,A
mhaws4zLhNE,A
VyzdyMHF6ms,U
8jwu1tsi2hg,A
dRLC5u384bg,A
Xkg_wGarD28,A
7zC-fyqcI-I,A
eQ5pKhth-WY,A
jOyGJFQqSyA,A
#NAME?,A
JGdVc1lE4tI,A
rfco7ZFVXvY,A
EJFrSCKDDsk,A
4wIlBH6r1s4,A
UDhyTBY6cP0,A
RFrtnk3zrGI,A
NMD06A06IUk,A
#NAME?,A
wEkAVWEZmfk,A
bHh4Oxmw_48,A
1l_d8m21V2Q,A
_EvRKSNl9_c,A
B6MCqEjt2oA,A
V9y-Fdn5ObE,A
RKH_fL5xElM,A
knCZxTHKc2s,A
gvol12EVf44,A
XwmauRCJyP8,A
8w8oWPq0jac,A
mni-sZOj2Ug,A
y0qLc7_iFy8,A
2v4ZtT1GR8Y,A
IbqUEv2P1Lw,A
Ni_-j5__Mj0,A
MiYRI_Jdloc,A
xqv586Bt9Wo,A
ur0HnzePT20,A
ROVBLCLu1Xw,A
fN46aSX7MgQ,A
vdcOS247F-4,A
WmKzRGT2cjI,A
1_VXTDgqnHg,A
PBN1DmarJ7k,A
J09fhk9WU6k,A
dQXga72Pauo,A
kHXFUHvWb2U,A
G3LKYKGU3Zs,A
BqZdlFH5HvY,A
iXzXTFNF8Dk,A
V5p3eBaz1SE,A
r_OuP8_XKQ4,A
6UszKW-bjQw,A
he5ZKyJJbVs,A
fFh5e0XsbUs,A
DmN7jpLDO9o,A
ilodbt1MlQI,A
#NAME?,A
qzN3pdSimzs,A
SKrfJgvAWpk,A
272zObkveTQ,U
ueckuISvXmY,U
ODI4Wuh7Gts,U
DKiEx8Ai4vk,U
3kr9TuKY-0Q,U
dN-gT5nVo8U,A
OScYSnZm5zs,A
RgbgAawOmRw,A
peNX0ytrCx0,A
Wicjt-b9KRw,A
7yCyfKRVCe8,A
6Y1hgUcFdKo,U
ybL_L-PhhPs,A
C7RMd6d-LQc,A
#NAME?,A
OXEzqvnGQuI,A
F8IjqV7ZjHE,A
dAyvGv5S8io,U
9u9HIZuHTkM,A
VS3D67nM0yY,A
6GyCmdupCcg,A
Vsg4I_eAQJo,A
ncc-jqPme7I,A
50jL82gyalc,A
sw3E-wpMmmU,A
wGgOiUATtOg,A
ytbbeyofi2E,A
I_TcJsPsq_k,A
Auu_Vvsoajc,A
VBYgTZ3BzlY,A
JL75zSLXiBM,A
04O1XitBPss,A
82e5VhME0WA,U
8EHLhHKtaOM,A
feYXmt_1t58,A
kRc7ucSV5RU,A
UI1-qAONmo0,A
LdQeWpcPmGU,A
rE3B2WD3akU,A
03XnleAnPo4,A
66YtrIBrKII,A
OcMO4gjVvY4,A
IwKeQAJYoLg,A
j2axl9sZKP8,A
_UtZARU2-CQ,U
4gZN6HEtF_8,A
GnQ8TighST4,A
8CULK1XLPys,A
R9ZBVIL1TjA,A
UkIihKdOyYk,A
_rTwg9cCq6c,A
uCFgHE8h6k8,A
ngLrq0aO8bc,A
Wj2n2CAb9ac,A
AsxOxrXfWdY,A
m5VaApSX4uI,A
KudKjMHVeBo,A
SFx3_wFysgs,A
vmw0WisgxQI,A
F9d2D3M4UuA,A
2VRGzZPE9yM,A
NFTS4HXzJIE,A
__UTFRUCPnc,A
MpLumC1Px_0,A
A3KCekqPTok,A
UDFpvyrXNyA,A
eHSyf2AjbHw,A
Kdwm7cQv5PQ,A
8X_eOB9zYU8,A
1aza1DkQ7B8,A
Q4z7yycG5IY,A
sLpGbrCI_c4,A
sixJICjZvaw,A
WeKulwrw-VQ,U
WRT3RHqF5As,A
nAXg5d3YZ2g,A
FNjM7-AASrA,A
rpZ7XAXx_L0,A
CnD3EA9hLEs,A
euX-6fXAEcc,A
QzYnIfbHjGA,A
mo_VfBUmquo,A
5n1o1KQIbbA,A
frw5oL_wrkA,A
BJ8DdvZDsIg,A
WyQ84zLitks,A
EzyOzuhMzTw,A
TlOSk9fSsbU,A
kLzcUiL-tpQ,A
WNYWE1Vqhb0,A
y-Rz_kn4l-8,A
xLcbR7y7WQw,A
jJnG2jJH-pU,A
YBpvrvi-Dz0,A
Q7d9KtTzYoE,A
DN_jNo9Dwv8,A
JpQRHKKpGLw,A
KZwSFCtbuM8,A
lqGgEk0M6jc,A
SqfHnUkg-m0,A
0cnM4QDxEZE,A
7aojVJJA_b4,A
3n8lSLTpMBg,A
EgxBt0iaVkA,A
8NFEWHh9wlI,U
qRbElo4PgE0,U
xUNG5uZI5lU,U
VtWbjUvZsGQ,U
qlDCcBICi8E,U
U7D0OugIzpU,A
6IfiSDL3H2I,A
CuPSB1im864,A
l9hNU4QMqhQ,A
IKTc0TRLWeg,A
fV4P8nO4Gbs,A
ez8kStyQKZc,A
#NAME?,A
7vOA-QFnvUY,A
hKRsscPDAms,A
smQLoQQQ_Rs,A
myD_HyaVnJk,A
SVcUeDrbb8s,A
uyzFPKJBa7s,A
TBacWtA5E_Q,A
veLaadp8nHU,A
nhyRy6P9fnY,A
S0lR2jYvDPE,A
1mTXn1yhuRE,A
J5twq-XmCAw,A
WYFZU8ls52c,A
pCX4ntIukhs,A
iKe9lYrVFfE,A
0rFG7tv4vLA,A
VFjn3mjlhhY,A
uGuM24-Dwno,A
MWRlBy-77qM,A
BySbtiC5r1Y,A
Q8djNqxF6lk,A
rvWHfaMyALs,A
hHCgQbQIQhI,A
AdoImt-J0co,A
ZcKDQfnACaw,A
CffO5TYKL5k,A
GJOuQwN2HTI,A
8ej_GRkPoNQ,A
FlSVvnBtK1I,A
OhErWUB0APg,A
bSaHLaCvVcw,A
_ebQkarmEag,A
aygTsijGkf0,A
_dOzXP6krMs,A
Y3x6KnM8V4M,A
jdXNuoaVqI4,A
VJZjH7mU4bQ,A
gyUSFFlRwSE,A
4KPeag8hty8,A
uALeIP9g7II,A
pNf6_8y9Zk4,A
4QbXBhWomOc,A
4j5qRv11iS8,A
WmysD91R0pA,A
4TeIYCYhyJo,A
DwUHoK8pBS8,A
KhiKy3_6jr4,A
P-1gbEBckK4,A
iJrvPkpp4QA,A
mTOM6j9xbLE,A
m8lQ5Pd_aCU,A
EIKdrrZWqu4,A
jSl2Jrq_AlI,A
ra1-JNbezAQ,A
dLYrTfucr5E,A
xNGBm5jrSfE,A
OLAI_-LwgWg,A
#NAME?,A
V24_PZnkqY0,A
U7Wr4FMS3GQ,A
VA4fL9fjrsM,U
A5xMveKmUOg,A
sZ3fL5lVZDU,A
aS9rZQSFExs,A
cHy4xYSPyUY,A
fOXKGQw6Ing,A
YvAnXQk_9A4,A
44PjAFrzUwM,A
TQ7VNDYGa64,A
GolPYHgISVs,A
29NFhgTBqyE,A
A5EYXF1rtFQ,A
eFLS1ZmTa3k,A
OMAMpDN1pHM,A
BqyUne1vSSs,A
X8VQeAivtHU,A
8AoelC5X_No,A
EnPqtMdXIQs,A
kxSbcL40g0E,A
isimsXwilvc,A
Ak7TUxGkUUs,A
HOJ1NVtlnyQ,A
rz4epzYEAFM,U
1Hb_hVhnnsk,A
cn3v2OGnM0w,A
FOgvdZZ-GAc,U
0pDsmyrU6yw,A
tqK5R6n3q3U,A
gxdtlrfGeU8,A
Mkqx3G1qhvQ,A
rTVEW85qjZo,A
whImUzsjzoQ,A
Yi93_cPJvrQ,A
SbaOayhii7E,A
m-0uE4OKo4A,A
sFl87JpOCPE,A
GiS2J5y_oW0,A
opwuJyR2lp4,A
zfTpq4pyeiI,A
Gx8fzb9rwt0,A
FEp_keCj6kA,A
2vzesAWf-x4,A
ylhajNytKH8,A
lrhB9jePUqg,A
n-x0Vbbjdo0,A
SPOxUPg_pcI,A
B3ob_wJZox4,A
Tx-2TCzDf5o,A
s_WGQ4rlXzk,A
o0Av_kczP0M,A
p4zJ8ThLetc,A
AQ3KV5Wprr8,A
IYD5KxyYObc,A
V0Qo-Gih_L8,A
6VEYueE2Ug4,A
HfCMHKWwvNA,A
0H9dmvc-eNs,U
3QgiFDXUD0s,A
nlhFoQcN6GI,A
zMo5QZOeK9M,A
wAWLyXkKiNY,A
v2f5ma2YzeM,A
eHmYD4BzW00,U
OdqZNEhWKyE,A
7RayV2gbzxE,A
Dn7oKBEy2gU,A
GK-aSjWdF54,U
YeRy4Sh1B2s,A
YJp02ly0_T0,A
bgi3_e77ulE,A
CKUb3BGaqIY,A
WCGZdKj7AVs,A
DAHMHH2luVM,A
t6qa16h7YB0,A
1QqmsRbRpIc,U
BycBq5FbVak,A
r6pv-zavrN8,A
2983meMzkjE,A
PNbk9MWL4R4,U
9aZ4PfHY6X4,A
dOP36MrsB3g,A
QlN1ApSFujA,A
a4MNrMWm2hc,A
Z-_oeNqmr4A,U
3o-Ape2f3D4,A
y0yJBzDgA8U,A
enFqiJ08bdo,A
qoIOM7fGfWg,A
emjAk8Cka9U,A
oLkS6oLX1zA,A
QZis5aFY4tI,A
2MU3vFawnyk,A
MTasRtTpybw,A
VSDfH3czApY,A
tly_N8Ui6QM,A
52eGc41YPOg,A
ezaXMUquHxA,A
tKctuSwKIbI,A
1EyGLYUsQ-s,A
SShPdcbBd6M,A
MoCNeIxQto0,A
DnyX8XhE72k,A
Ryc5M3Ciytg,A
8BTfAoxQyes,A
FcIFso3lFvU,A
T4NWbXFLwTU,A
UEGISu8bE8Q,A
O1OqJjdXDmI,A
Eu8_zPiO9f8,A
OrVqLG6cNJc,A
JGvmmR9AVok,A
zXGTnjaW8bs,A
BtnCKUWKkgM,A
tTUxMND1VyA,A
jDUD3uz0ez8,A
_lgfCs5vxFU,A
m81DYjvKOmU,A
8gFjAyuxzvw,A
aA4I-WRu_s0,A
L_5DGee2nKI,A
wUjecjfRGkc,A
JWivvK99Ifo,A
iRPELAaHW9w,A
N88pPUWrc5k,A
mxWMWFSRC4E,U
hjWf0w-awh0,A
QrGMpQ5BY8Q,A
_BK-kOKt1a0,A
occLt01JWvs,A
gWuJdUJsLuo,A
sqnvw-PLhXo,A
nUiUSihnRSQ,A
SXjIzDexPoU,A
LZHQzpBug1o,A
dPmnoVSl-0k,A
ddmjnTVp7b4,A
1_k6Z8BiQCA,A
2RbLEVEzn4Y,A
qfAe8jrqQwU,A
n_fVsQNYykc,A
eXqobKXZvpU,A
#NAME?,A
1dAmcL5pNiU,A
f6dq7HpWRZ4,A
L64UsN0pxUc,A
a-lxzg7Ii7I,A
juuDc4UzMOg,A
HeRgSX1QT3A,A
dMCfx6Sk1Kc,A
6pAsSVVSlKM,A
gxGJ1O5PWHc,A
NTcXtQOJAWw,A
ec0UNPRu_iw,A
wnOVz0SSKTU,A
rBWImda1Zig,A
VxrlZtV0yBk,A
8qp0iqDCP3I,A
mQsz_fIOwXk,A
Fy2KlhD6EjU,A
WM-Ky_LDOFc,A
bk1xl9yE9nU,A
sgH1jPiOWgY,A
dL50txqowb0,A
0_N6oCe-VBM,A
6tMewVXNMWc,A
5g8d_xPNntU,A
giipDOKHwoY,A
b4yTYb-xKsQ,A
e9uigh9UAVY,A
eonD3Vuo1cg,A
IzK9byYj2t0,A
COsXI6IhnGs,A
9GmLcN5_c9E,A
4NOuWAaMcxE,A
64iu9cx31CM,A
KvrNEnwOCE0,A
6-SZPaswa08,A
dvgknHF7Hy4,A
bHDILP5sp3Y,A
6Fcq7mHbemM,A
v0c7wcpJslg,A
Pzq1XDCtIuA,A
3dg4QRT2pY0,A
CW8LOPxFndw,A
9vv1h5sKqPs,A
gwKpeeLym9w,A
MPrEVSMO1vw,A
QKi6sGVfstM,A
0YMPLp3Bw50,A
E3s-710E--8,A
LMV-0j2S0xE,A
Qe5pv4khM-Y,A
Rzxr9FeZf1g,A
txIBVZVABps,A
dvZBnodEsDY,A
hL-aQAXC0X8,A
KNK4KPsV5dM,A
EzQhbnvUM0Y,A
xcEvoa7QR8E,A
T-OS3vMLO3A,A
AFZeY7XHXhA,A
IoRwqco1uQQ,A
sXb0gTUe2Cw,A
liQRJ6OMUqY,A
vWTuLHaT0-k,A
WwzRIdoawyQ,A
rrBYt0-fDpk,A
HUQBY_hYtTQ,U
8thDuVfqCCM,A
EDNv65JzvHU,A
4fF9eaew14Q,A
AYBWLTMpqvk,A
M2Dd_iG66js,A
qX0IMGhy4c4,A
cVhuAJ9DC2w,A
p7kpJLC_RzM,A
uKIavgWUPxU,A
eSiFK0OR0ho,A
M8066o5EOas,A
uoZPWMMGxYY,A
bigAGnNJ0f0,A
zD3VznsKysc,A
oW6JCv13t18,A
z_kKBQb7Jp0,A
2DbfSQf82Vg,A
_jDvwTnpShc,A
8gFm-NrEAsw,A
GexfT5pXQlc,A
P8CsNwSAM0g,A
yRSmxfVJ5ZM,A
aLahhLb7Cb4,A
HL6ECWZ8G1s,A
Ehzer52drsA,A
hzkLKmFDVOA,A
NTQtDKIQoDc,A
YKTaqXmkZAE,A
pwgN2gfb9Lw,A
2_NZ1ql8B8Y,A
ACk7BCAJDnw,A
q38vriN_TkI,A
xT7C-R55D3A,A
sbbRNIg6pDc,A
zvSn7dZ26k4,U
DnXN9-jy_Kk,A
LxCZ5BWupYk,A
eUahvA5_c_8,A
kuQBT8PJjAE,A
dZ7eaP7Giwo,A
nIJH_u7Ku1c,A
h6Xt_nu4dRY,A
LNIGunk0jyE,A
O-AxE_3OWcA,A
#NAME?,A
a3-ueudyleM,A
f5hyl_Ig7ZY,A
qbBNsGCF_fg,A
KOkZwj-uMtE,A
LKXYReEKd4M,A
qLguiUgNWJA,A
pJfQwLkEgGs,U
VTz-zUzRia0,A
gs1LgqO2JOg,A
ttkYFudCFRM,A
YxCXBxfqXNY,A
tN8CwO-pgUc,A
QkBRQzw_J1w,A
ZYzeRx32puE,A
eHbTtl5v3J4,A
BDBdzUz_lnE,A
W56zBSVeyyY,A
S0lS3uxjnzk,U
mYTzdfX1ZMo,U
EaOl40f2Dl4,A
MzW5Isbv2A0,A
tEhW0mCJogA,A
Sdnl0h61cmc,A
ffE3pR-X5oQ,U
#NAME?,A
XxvkA4Uj9sw,A
lRrZ0LaRmDk,A
EK_d22F4ySk,A
zcJ7vIB6XHQ,A
ZkRfbyofjmg,A
STw8DSBkNkg,A
Hsd3eUHo3Mw,A
de_SoX0oBlE,A
XfDrmTzbLSM,A
yEP1zj4_Q-o,A
qzRzUmrHL7c,A
qE-hwaAq-Eg,A
0lNrr_HKNLk,U
Ghmfuef-hJ4,U
CStU1PAf6qk,A
6kEdJQQ7i5Q,A
edxIGQtPYKg,A
pdkKSCsFUSo,A
6dGqZmvDElA,A
u7xlGcLGTu8,A
3rcffVo4Kl4,A
eR0PIzxIg24,A
JqtspcKMdEY,A
G21dGPgOxC8,A
WxD2XCipUsY,A
nOm4OfAdonk,A
SxsgoBaGnPg,A
LzrDRx447SA,A
R-nul46NFvE,A
Ae9O80WI7cw,A
lkaBEQ7HVVA,A
beUhzQAkanM,A
_zUvTFAg7to,A
_oFOxkP08DM,A
ecwi7OOaweA,A
iX9Awl8u8RU,A
c8XqGbSyw5s,A
ghekXLxPwGE,A
hp1Xlf6fHgE,A
PLcm4U2E4yM,A
WQGK9OEMJLg,A
yD4bJIxxgAc,A
h6NyTlzwt5A,A
#NAME?,A
OUdvfWaY3q0,A
L5TP5CqRHh8,A
hOSwH2mHOi8,A
Sq_qhR8Ho8M,A
891Cpg2Gcng,U
7S8CXEVjIh4,A
yBz7MBQydGU,A
defta3ojfwE,A
1tNS6NrVxhA,A
wv-Q7X964gM,A
-egolpXNF-c,A
pMeHZJVy1Qg,A
#NAME?,A
jYyDCzRv-EI,A
T0Mk-YyXE6I,A
ml9H1wAG_U4,A
UHDfvfYCY0U,A
veEeKkSKplo,A
3gVmo_ohpiM,A
Dzwoi16rPZ8,A
LzkIO8mRW3U,A
8WezSL3ahkY,A
1yisFbVok4I,A
sw-CGSTDB1Q,A
9K9X1otohfw,A
HGicRLwgtkM,A
e4AzHTF51lU,A
6YtpZZgRlC4,U
Cqeu49ENGYw,A
ewI3i5v0LzE,A
Z3kGFOOSzKo,A
keiR6yqLcIo,A
33CMGpiAu2Y,A
YLR6ylUGCYQ,A
hoC29Ee19uo,A
4d6AQG5Doro,A
8xAbdWwH2n8,A
Au60bU_27H8,A
IAcOLP3jmCU,A
edl-9p3coEo,U
XfddYbLUXek,A
XgiYwF644og,A
jm3xgKBTz8k,A
b7IfMKSlHbc,A
2WtuW4MRohc,A
GjNWo1zmlIY,A
3IOcQ7afpK4,A
rMNrtT8ZIKw,A
mHr3o1wnPkg,A
pk213XSSktQ,A
EEjwtr2zEU0,A
1LDVCH5PclE,A
JZ6cvJVULp4,A
WKqNz96p8-w,A
UFhpLcGu5DY,A
srmjRkHUNFs,A
gGGQQogL2qA,A
Ya-QDbcLewU,A
G3ECxo-_SW0,A
SsULS_IZISQ,A
fYjeUGczPNU,A
m8pOnJxOcqY,A
TjGs2fQvCDU,U
W3Wt_uP9bz8,A
U5gce9P3uHY,A
B6MeSmPhgy4,A
9MJ3M0oobbM,A
zCEL84JpjEA,A
WsW85xHmzyo,A
Dfx_jKHH4u0,A
CtmrN1fe9iY,A
AkAYdEdIGbk,A
1ukqZj9xWyk,A
ddCNIhN3TT4,A
ZloK58En6Pw,A
Z2YuzBJ_oKk,U
flXPJK89u3U,A
cCKdRPJwIfc,A
Wscyb--TS1M,U
W8GUwL3QBlU,U
6Brs6lWBvSE,A
o9FoIAvcpM4,A
z-SHv3aF4lU,A
3EDbUUytENU,A
Dy5ZETdaC9k,A
gGmmYDV3pCE,A
