youtube_ids,status
KKvBOk8H87M,A
skeXP8UlrtA,A
N672lR7tztE,A
26jCM1lvolQ,A
BnYhGTfv47w,A
zvE7W1l8wfY,A
zHbYbhE_CKM,A
kbTsmDRv35w,A
DiYFc9T4F6U,A
XfPQN5AAkbc,A
jY3kkat4QD0,A
I1ypRQvdtqg,U
5f0odjjbhnM,U
eLk6iCxg2pE,A
JP59CKnHJPA,U
uL5ySCLy7TA,A
EhRGXRCuikQ,A
VRjabvc8Q1U,A
3f8I19vRqWM,A
5MuqgdNKVwQ,A
eyrhWL-xuKo,A
TVMu8lgHKMI,A
5klA60zzVbQ,A
wC9H9saqMoU,A
ogz17oNKS9Q,A
M9dXfaOim_0,A
66171og-u_Y,A
ULjlpBLiNYI,A
R7KCOWC7hEg,U
BEGIUHEee3M,A
Z7oYJZg9nOA,A
P33g2Aqcazo,U
o81QwXHbH5E,A
fzOPF3S7fvU,A
C6MHQMufjq4,A
C8uDOhuswgA,A
#NAME?,A
7mbVEMaXEX4,U
U3wbu0l8OZ0,A
mOI-JlNcDVs,A
EndJzdwB160,A
bXM5YpR0Gf4,A
C0ojY3c8KWY,A
W19aKliRSJg,A
t6bRLWI67vE,A
zSKfhZFkYq0,A
9yWu4ZkVb_Y,U
3GfVMeoEHFg,A
kcTYb0enKaY,A
3HYw6vPR9qU,A
c_qk1S9OD74,A
6W3YcZ1VOdg,A
I9K_enVudJM,A
Bo8Q7uCyds4,A
KxRj8agyJAY,A
qsUDH5dUnvY,A
95aBXakHd-U,A
HhROCoVF47M,A
0MoqVCq_OhM,A
oe7XYlqyTAY,A
LgOOcy51bRs,A
HYUZXtgBx8s,A
Cl21J8xqpDg,A
3GSwl21-ZwI,A
teiYqiVeCqw,A
vyDj6Ey86s0,A
M1lVtYNIjuk,A
nZeDPo9iCaE,U
qc9-_mqipr0,U
nLIq0H9SlSo,A
7gj61mGIqAU,A
Pzl1tiE2hm4,A
vFM6a9bSWFM,A
7eaQ4gSdV9A,A
2Rhy5hxKAHY,U
IYHnzZghh0Q,A
RBxa-Z9JyPk,A
QmNpuIThIFM,A
ElKCncdFAK0,A
biZvs5KApIw,A
aMaGFme4090,A
7-uwnVyw-fY,A
tjPJ1ZGmcjE,A
gg1jNAsvQh8,A
4Z6ok8xoi9k,U
i8sx5Hr7xqs,A
fWuVIuD43Jc,A
bRpdPLkzl1E,A
YY1JNms-XyQ,A
YEb4Ch-lgNQ,A
puyGt6azS3E,A
sUjBpdJtsNI,A
FX-FwK0IIrE,A
LKPwKFigF8U,A
bJVHaSa2ikE,A
uVS2WyRxELw,A
t65lW8twCj0,A
dTKg2UO_3Sw,A
T_KlmzhaHRw,A
5DXhJfsP6dc,A
BI5SnTKAph8,A
zS5SIerLnw4,A
LXrxCT0NpHo,A
LYXmb39yIV4,A
SGW5ZASkF8w,A
m5e5U73sPzU,A
hTqwBVAT_dg,A
xDIgbjDGsOM,A
8ZMJPgAubIs,A
gQxQfLpbRgM,A
wEvgxtw7r2o,A
o-oodKPlmIg,A
BxGiHj8Rmas,A
zfP0_5fwSN0,A
s6hUOaMzpLU,A
DVWCodfZv2M,A
cRS9a9GW0us,A
Nxn2LlBJDl0,A
rNYCAYUVmuY,A
5gqHTlBp6iY,A
1SOKZlB1NtI,A
81X_nPUocqg,U
cQREa5Y-jqk,A
5l0cjsZS-eM,A
kW3oIw53GFg,A
pgnZsw8U4t4,A
zKUtdY5lds4,U
e6pEM5OVT-k,U
VDcSmI0C8fE,A
N564FjDwE5Y,A
v0cbNbded8E,A
CLS0y_6MfbY,A
lxpgfRR11w4,A
zR47fNGWDuc,A
kRwwvUbYXLY,A
mCM3UpkRms8,A
zNw-ZTxMn08,A
RBtvjFMjqKs,U
qnC9eg6xpyg,U
ExoQAEGk7Cw,A
wxH1rmOTpFA,A
JB3oxye8Kd8,A
03ZtyFPc_0U,U
Hi21JyhaXes,U
xN8PG_geu3o,A
c0xoAZ5WUgY,A
MpPXtOFD3yc,A
NYUUED6j4BI,U
v58GqUP6TwU,A
tSRfUeWHGcA,A
s9JGJeN-bY0,A
q3pIwa5gztU,A
P3zNDUEa54s,A
lpQTni1wF0E,A
UvgLuHwx6Bg,A
1x3RIaP_cPo,A
fTBkfioqFuw,A
C0V_CD0eGuY,A
OKTiRUsH3-0,A
7ueKvP-SEbo,A
q2S55BFCxfg,U
#NAME?,A
mdNNVzUDyBA,A
5XHFxOQ-Bm0,A
r5JWbbm6cQ4,A
vZ1muesWtz8,A
UEKHSIzC7Qk,A
wP9-93DewII,A
ir1oMGU0m_M,A
Y9R7f6zZSk0,A
1ajdEb2HB1Y,A
Vl9m-6fU16M,A
3h0cM1OANL8,A
6LrMlDylQkw,A
vxEyhxMSWe4,A
F24uT8MJP9k,U
awuAaPVLtIk,A
soXPBCAuC0I,A
wzESgMOsySo,A
KHzMDp2d4xg,A
PEikGKDVsCc,A
1jeprSIXeZU,A
mIY-l1osvSY,A
Tn8GBqnCOPA,A
CdnT7lvWOgE,A
oVRX3EURI60,A
pa9jHKRf0pc,A
UmxSbV4dlR0,A
vIWeJI_zMn4,A
pY4O1Hc2ucg,A
FqDb6d5NHKs,A
8QgTzcnW43M,A
Rj3ujfOGqjs,A
Sjt3ncWaHCI,A
VEu3dSGpjVU,U
h4xwMQMNhg8,A
vZ2zT_lltCY,A
c5ZNys_Y6DA,A
BMfYpCnBQOM,A
shCZvc8r8M0,A
NSjqaqYfY1Y,A
yXEA5Y9bUyM,U
p7wBda0GE4Q,A
ahK78ezWj9A,A
YuKSTg_kgJ4,A
peU39S2OSvI,A
XpbWUMmd7BM,U
fO_EJkPrsTk,A
c5Le0NPzBHU,A
1zkCXGYjeio,A
LsCPxo1FmBI,A
XeDuI-DTJBA,A
IgydG6TOvek,A
bDhlhNUnBq8,A
cyQTkootrBc,A
WZJlAYOtUEw,A
nFaO2hMlbu0,U
GpBfC3M6NRg,A
jRWqVYBaoAs,A
LlRPz9tpf74,A
bMz7vwPD0ds,A
pdckNeQ9ehE,A
1qR2IsUnSrw,A
BvG35txQkD0,A
bPZFQ6i759g,A
WQbU3IKR8R8,A
VSTLHBrTgD4,A
FkYEHEF1V9Q,A
WS6Ruuj2B_0,U
j5krUdKmIlM,A
ONjIXno-h4Q,A
D27IrQDwOBk,A
jkacOvKnKZg,A
9xh1ZlemXYk,A
xrYjXOX9NLg,A
#NAME?,A
AN7OzKtuE7U,A
nOaHY1-RLLk,A
SHkzboR1b7k,U
rR0gJ9xJt7Y,A
xZUOz1laRko,A
1ZahhPKaZyM,A
vWzaM9dMM0c,A
tMFY1yJ0rlo,A
C4lzv3srWrg,A
dj1CeyXPO9Y,A
0vyY5CFK0N8,A
ggA3bGAYXos,A
5Vf-XyKc6Fs,A
eiRzCspJRaM,A
xQCZ6Y9BLtM,A
gmc7SaIlX9A,A
RDmhgupkx1g,A
aLspwp_O1cA,A
OOXETYkVYBg,A
5z0eNcy87vw,A
90_xd6hyYLw,A
FF8oEGviYd8,U
3ldR6ugAZuI,A
qu3mUxkYlFo,A
ASAsHdwFAa4,A
bF3tk3ITPuk,A
6b0To17cDs0,A
ys-qI95Fxw8,A
7zp0kiJwga4,A
S2yFegvbPfQ,A
X851QajNKL8,A
0BSRLoCtPW0,A
31mqC3HpBnI,U
tSja4Z25ZEU,A
gWHKWtiFUkA,A
kgu8cwTf8eU,A
l1q6nwbjV8c,U
fkyuYGKSJsc,A
CHSQFzWm2tM,A
AbCT6yUNaxE,A
VcxN9ADFa0w,A
vaR28OckyVY,A
0X3XFxFsJUs,A
02wTPE-boZc,U
TxvjlVhNceM,A
nQulV8cjAq8,A
GxujRGPHzVo,U
kS9ZbhaGn1I,A
8J5gRVuM058,A
zIG_pWa-lYE,A
Lb5MwTIV0Wc,A
TbjcEOfSaFE,A
BmLEn5Zf-r8,U
uiyMuHuCFo4,A
IcLZqpB_QPg,A
dt8Ml4-GNlY,A
PLpF57rADU0,U
6AfDPbppwGw,A
Nc5jA-DVQ2Q,U
p7cowfvchI4,U
aevt_XIMfIY,A
yLyTz0-4N80,A
31mg8fgJ6W4,A
I5qAyCR-xZ0,A
7gGoBR6cdXU,A
bpiKrBah4Y4,A
zoeJVG1tQxg,A
nDm7wPqC-pY,A
UBusrxFmRlw,A
lOyjEvpBKvY,A
ebNMkNkuNu0,A
4nO8B6gxqNc,A
Qf-D1Upn-KU,A
jxSdirlSeW4,A
BL6ehwqaawU,A
aYE3o0DJnp8,A
_xE42Vwr4WA,A
nrJkiT6DSQY,A
6048lWtHM64,A
3JUQVwGNkiU,A
7OPT29L5YoE,A
AG-jIfslXII,A
kyP9tWqOXBI,A
FodTbPzY3FE,A
VOW7qg8e5Lk,A
xPryWDa13Yw,A
8DKWB_SbaFo,A
#NAME?,A
88jEdz7OGx0,A
bTp481z5QFc,A
f7VimzGOlbI,A
qc2-NB9nWt0,A
MXfjgPr-YsA,A
I5CHDGS7_Yw,A
Ml8_5aZtiHI,A
GsdcLKiNDK0,A
VwnHI4nORsw,A
QcZP3V16mh0,A
VIfL6BAquLk,A
zBNPKfb3s5w,A
CavjB0EMcaQ,A
ulaFEYFS8vo,A
ZZC_dHbmtEw,U
pjy1D1ZHrWQ,A
r8sAGSa6MGI,U
C0cfXbM45dU,U
6cRGLLEKM7k,A
05X0HM4POcM,A
CmFNH7ZYdUY,A
#NAME?,A
5Abp3ea8jV8,A
_c18H9c4X1E,U
BXIG7N-Tbwc,A
EmWSYPOs5ZM,A
jJsL6p6x5ok,A
WuDy1XOU6_E,A
5an0djjJz_g,A
E9WeN1f3j68,A
SDdOwrgXNas,A
zFVG9wTBfp8,A
YUHygAGhan4,A
YZoHOSPx3h0,A
oKFOqMZmuA8,A
#NAME?,A
m4PDAktQ3-s,A
xuk5l_Lg4_4,A
qv-i4pY6_MU,U
7xHoXnf6aYg,A
0F914dk7cTM,A
0pa7SPns8fQ,A
4s7VuV1cB-w,U
RQ0_IqgQi-I,A
coPMKi8HgI8,A
bid3EfCobEM,A
VUu9GSz7jVM,A
2PyyJS4hGYc,A
sSrh9RoLjg0,A
eU_sSXwehNE,A
YOpMag41qNk,A
REbdWXyQ4ls,A
EceN05LgOgk,A
FMGWAbhdX-g,A
_rlgeVgE5e0,A
2ag9ikMMw6g,A
rDMNA3IG7Fs,A
R3H0tLeQnOo,A
7DmRKs-mv-g,A
Qai-QhMOhuM,A
cJabo05EvEA,A
gdafdO0n6sc,A
Xrbn-d0OQuI,A
pqKksZGPiXI,A
mU2vryYuE3U,A
gXMv9yZJDEo,A
cdCH5sMn2Rw,A
POG86ShNqIY,A
fk_hlGqETuQ,A
6B-TB-BvVkM,A
xD2U51cWC_s,A
KOBO1xRK7CA,A
D_jdqOu5M7Q,A
pW_IjrS41Xc,A
0V8ZWbHOC48,A
j7ijkJCUGIE,A
uFVr7F1Vmro,A
8ghwhq3brgY,A
s3tI9XJ6V1A,A
BvkiE5NPhaE,A
YL7cJtH5vwc,A
EBc3S6zjoDc,A
faqCKlj5SGk,A
aTenyk0XPzg,A
k7eCQIcAQZk,A
_GKrQKNDD2Q,A
xhfuUSaAGXc,A
AfSxPho6MiE,A
j_aJwtTAWQ0,A
P7e9rEzBWS8,A
ZBkO1xsx1OI,A
N-LNMMOwulg,A
IkF8LK4Vmc4,A
l_n0_DjIxI4,A
9JR9AVdeCK8,A
AUNJEJaUA9c,A
hT0t_8NnI4E,A
PjhhQyJkCvo,A
L2Y8o_XVsq0,A
z1uAbZnJgTI,A
GxSVgTwOCxk,A
KCEQmBcfbrA,A
LPaiMOog2ss,A
HhXuAg3E9wk,A
-0YwX63MB6Q,A
7_2o6e6GIcw,A
WTUoX-bkyy8,A
pIdVyO3b9Ss,A
ArQFao-DjGk,A
WIaUXnduKi0,A
BQ5oaNdJKx8,A
tiWiYus2n_A,A
5KHnPV4mlN4,A
OFCRvjle2o8,A
gtZ7OVoI2nc,A
NgRL5DOMW74,A
Khnpaq3szew,A
rByZpLvfvPw,A
7PqPF6rah2E,A
cXdTPN1cuI0,A
Uepl2LUX1HY,A
c6SKpSX9_3c,A
J4vj_RJDMvE,A
g86Z2zvlQyE,A
YJ8PxeSNAIQ,A
U7BlJIMxwKg,A
sy9ztJuZu2c,A
dy739vqKW3k,A
_ii1uyRHXOE,A
FjQqCiGs4tE,A
e1TTZJhy0Z8,A
hAEIMhSokDE,A
05menNmU5Aw,A
A67iAARCUDM,A
jd_623WhDCc,A
F8mJet68AFk,A
I074KAo_YOM,A
5yMAdDqcuyw,A
y4mrjtGYUN0,A
AgJIYLgSC7o,A
oLsGvAQwkSw,A
7i8pjnjZcF8,A
72vJFqNe0PQ,A
KbxoHSEZ8YQ,A
9vS53m3yOrU,A
poX4cAirPX4,A
OfzbWDdJaI0,A
I8Jn4B7Wz_Y,A
HpLNwOWmSfI,A
z9A2voChiFA,A
qLMIXaUNKvs,A
42o4fXctxno,A
2_mbctWT8n0,A
SjgaZOc_3mM,A
6Th8_tAvdkc,A
a_q2O3rh3u8,A
b_-43Xxl1pI,U
l0_NbQyY3eI,A
5Na_MbHtaxY,A
ghQWICNY0aY,A
eJfOWfaP6RI,A
RfoO8HMlReA,A
bF_axxb0eU8,A
hCiSE0nIfrg,A
K_UhNw1V-OU,A
bBK-Q_RzTXc,A
ReEpJ6tKkTY,U
P5IWvbC6wwk,U
lr6nA0Eg_bA,A
lKlK2MqDDF0,A
dumTcJ1PC2g,A
lm8aES3sA20,A
shTs70fn0Y4,A
O2qjRG6iV8M,A
LGFzxNwHGDc,A
B66dgianWCU,A
0ICB1ePXytU,A
DYm6mLf6xWs,A
5RUq17OpNtA,A
LlsjkSvNgOI,U
hrTU1fd8dGA,U
-8bMMuvpbkg,A
jQPrd6QXqFA,A
rukhqdUk4SA,A
O25qvFAnNiU,A
VaJjHgyHnEc,A
aiX7zrYIvnk,A
3Vb6rHWOyX4,A
CATizvcu6Yo,A
tGy1clGKlBA,A
kr-xWyLZVD4,A
0vAcmR0LKeQ,A
J_YQ9h5by5Y,A
vRbM5Gop2kk,A
CsrPZTlLKcA,A
NSkleGkTrFw,A
1Ezg5XQt2JM,A
z1oq59H0drw,A
TzYSflRwNao,A
gOgiTAUGRd4,A
TELFl12to3k,A
tUyQI62faMk,A
xHsb3Oajedw,A
wLVS_6DbB9A,A
Dw5L8j0bJkc,A
LlSj4nvBGP4,U
8Dq9wjtD5ps,U
CkVQlbYLztQ,A
4OllDqMHkXI,A
TjQSlBmLtfk,A
XBDYlaO7Kd4,A
MECfg6NTU8w,A
6sGi0AfRgyY,U
dSTgMRF9TyI,A
rYqQUUYp9C8,U
_BTm2afzfvU,A
vzFoF5E-Kwc,A
Kbo4Y1kwB8k,A
F9tZUAf3z_k,A
-1MA2phsaLQ,A
iP3RyfoVnsE,A
9qjOnQXLDpU,A
bnVQGzGXmSc,U
ArTZk3Li_zI,A
Jv7gZitbUoU,A
7Z0Lb8PNmi0,A
DKHnerm2lE8,U
STP3W1SZbIk,A
yXEqQ_5uZD0,A
AUNWzHKRNoA,A
FdpXbIDLONE,A
cecC0bEts6I,A
GvgWkyLtPz8,A
TVwopLH_t_E,A
G3c1SpV6jvE,A
ZaTfvv0JAEg,A
gQ6hYUJ3MEg,A
ugQwMvwsNyg,U
LBqb98ETDfk,A
ETrhpeidoUs,A
0z9MFDloMrM,U
pmTqTbRal58,A
#NAME?,A
YwlLRsInb0A,A
b3mxyFGjelA,A
4v8_P3N1JaE,A
xK6KEXf4v1E,U
6m9YKwVMEaQ,A
ObTdExE5LkU,A
y7msphtheCw,A
27-_IE1nmrw,U
sle2ALSgf98,U
cWkr8sGLTzY,A
_D1LPT_P7_o,A
eM-j6nj466c,A
1Nh_vxpycEA,A
7_ExhAuj2xo,A
Hpe1_OtHtLY,A
OLJvsyAETqc,A
biYd_f3QvyA,A
dxB8VVLE-9I,U
ooRAz3cd8FI,A
mg3hDzkmPww,U
eKHxYATxQVI,A
SWYryKXIIJU,A
TSyQBMzmRpg,A
geqhGm8a7Do,U
ESWnoVwyfTE,U
QZrTxZTPsqs,U
rIoy33ejZOc,A
HfAifHA17Mo,A
deoKDUReZBM,A
WFgTB8YjZaw,U
3WHBilCkfsA,A
D_a5Fh3o5a8,A
EaD7ONJaXfo,U
0UTZTm_70d0,A
3AKEzTmAJd4,U
Bk_6zOlMvtU,U
90xPdkrZxMY,A
tt62aCffBxk,A
#NAME?,A
62Ui29sH9dk,A
TWWIBPg3N6Y,A
fF0eHg4aX_Y,A
B44fEWCR418,A
7czzIbzVGZY,A
kLoLXpQChlk,A
mfpFXE2B1x4,A
KXciFEPd6aE,A
4i77z7QzN5Q,A
LPC6TqOHsYA,U
Ui3wiJzs7XI,A
qdN3SVyC4J4,A
32nO3rpeBD4,A
i54zmDqwd1k,A
eJ8PYcr1QgI,U
0_IANgw2ELU,A
nKaiWMrGy-A,A
8AP6YQrwaN0,A
CjjJluYd6ZI,U
n3786HLvZao,U
YeYYUfVuDM0,A
0lfRCz8E3FQ,U
Hw5fYUdZ9Jc,A
7cypheOXGgA,A
I-18TdS-dgw,A
nakohvx-k5U,A
oo0TraGu6QY,A
xQ_cbJtkENw,A
HK_ft205rBE,A
n0sTaVqQres,A
YSdNShFhVCA,A
k2M8FtVxuvQ,A
I0HSoXbCxGI,A
eJsnG9DZjgM,A
1KWsgdDX79w,A
5gnvGMp_QFg,A
jF0SwMX4r1s,A
3SrLVDmll44,A
cAGn9w25-Po,A
c4DJGFI-Nxs,A
pkl6p7NWNyE,A
3oOXExTmUe4,A
WPl8Xd7W0TA,U
qxttW1wlL9s,U
4ppo2Sw9tkE,A
2yofjsp5smk,A
rjJ6dljNJb8,A
5Fq3WO3wBB8,A
D0PImSlQNUo,A
K1pt1O5XiEE,A
PDln6qEZWCo,A
nEXaJdcTcvo,A
c-SIUJMG_Wc,A
vQtLbaCVakI,A
w1RxEFxXuWA,A
NJxUuAaIiKo,A
K8_QNX8Lw4E,A
Y3P1abl2Xlc,A
ADYn_p-4JK0,A
9uEB3UrFbbI,A
LLHrg1pLnSc,A
x32AkL6HPfc,A
k0gNlVUFsfQ,A
OqAaN7HsiE0,A
3w3z0dbM_Mw,A
34hv8srqUaw,A
1BMBDOIujug,A
GzDCo8LRayQ,U
NhD38gzstPo,U
Li3-JdXIjc4,A
1Jzb-AOivgA,A
_NqbRcwWwPw,A
#NAME?,A
2UcKuaF-q7s,A
utWILKulYzs,A
_n7uOkQ6WLQ,A
0Mjr-hf7R7w,A
jON2lwZKGdA,A
LjVhOEyQV-k,U
eHORXxVimC8,U
ofkqzFCtJ6E,A
o6dOxsVqZ8M,A
iPvxoGJAqEc,A
gv8p-Qo6pr8,A
wUNb42bvDfQ,U
zINYx_1LFCw,A
zJkxQ20o9mU,A
Cen1Kk6jazY,A
WSIGmLxiphU,A
ywUkMWfAJYs,A
sPmA777troU,A
34hqlv41aw4,A
5bGcXNvCIvE,A
YyTTpmM3AWs,A
0P_375Y8M3M,A
SrmTPs9iLWA,A
YxhQ36ApjOw,U
jtjBsBE5GII,A
m8Ce1OUZgLg,A
ayKVvGH4T54,A
kcGHsJoPy08,A
S0xjcFj0nUI,A
J_l_N-EyV7k,A
2qcrSm1PxJU,A
ny_fIyFJ8uY,A
LmK0hh2ttQI,U
yUInBaMl6F4,A
txzpoAxw5nA,A
nRsK2OwjiKA,A
Sns6BDbRWkA,U
CK1QFu_08vw,A
TPyj9_dJ_Tc,A
pzbEMk3_3zo,A
5RK8S2JxLLc,A
kNrXvdOjylA,A
VZFIRI8cgTo,A
NJsyVP_xVT8,A
12boJ4YHj4A,A
S5Jic5VUDJE,A
iM0xjGg9Doc,A
uCP7qyFZZ14,A
zCpZ7ApXLMM,A
GOZtcednaRk,A
xQjR10AJlwQ,A
fstnF_26Cck,U
ua8bhGKCY50,A
9CQ4riP2g-M,A
zXHXR-0-gwA,A
fFIffnwSThk,A
NDONYwUSLzY,A
zLrd9mybAXI,A
JErLLOWap5g,U
gqP_AuLnpF8,A
mz9SdQ-OcqE,A
KlA74jsices,A
eemWZWaLpx4,A
fFG5XX9gv4U,A
OJAgCHdncGc,A
P4NBTtYXWRk,A
74xdQ3gUcRs,A
izXZtfCHvCI,U
P55WBVZ6hY4,A
q1R3296LPOI,A
gY2cbMblFE4,A
sa6RO7wK-y0,A
49m_2EUStnk,U
IRCszE8MFMQ,A
pCrj-_EF2zs,A
336baS_O3C8,A
tsFcSrw40SE,A
ozLWFaoU25Y,A
RuCu9U-3bZI,A
dofWYGka2g8,A
WPiLA22-QU4,A
wW0PaKOXxQI,A
yvyMO-MOJkM,A
hKv510t91Uc,A
yrzSp6Inzrc,A
OxULvjPZo5s,A
qcbNTHNugWw,A
pruCZtRwlQc,U
1hcEDid66Sw,A
WyOOF9wN8EI,U
fn6zxd9wv_E,A
kds2M4lwzog,U
mZFVOmQ_WGM,A
MzyJOGTqYas,A
CPn0FJ5_RMg,A
qcb7P6Usz8o,A
gsGCtOJTZzE,A
4VApvUab5IE,A
93ydAz6y-Ck,A
4Cj_uRG6NS0,A
7tFl4lUAxFI,U
NoTkPmNM3is,A
KrYxFx-mA50,A
JCO-gGk0Ixo,A
_va2f44PCoM,A
qOfJjHvdhDk,A
ponjKQmh_m4,A
djxsE6zo_tc,A
AdAxcnNmte0,A
ZYSnP6ykQGw,A
2ZBL-SBcaR8,A
LzGT3ICgB7A,A
wfkLj4tevVI,A
lSQpyLofNks,A
NA2KaxakcJM,A
vfBnDNuxw7U,A
yBqAt8psYBA,A
vIfnx9Oc2EM,U
EnrM87MCbgs,A
BcwVAlvwB5g,U
OlrnVvCtEx0,U
PjQIqO9RGCE,A
v2hKD3mAhPU,A
CtRZFKxWXSk,A
X_0Zobv7k-c,A
WAO5_Hk06Mc,A
DpinCRaAQOk,A
tkpAq1yWC5Q,A
bdS6spE8_Y0,A
prdCLv0mGv8,A
IcnfEZgsFyw,U
JTXJ0e2dhTA,U
hJxAODE6rRw,A
vSqwSuk0V20,A
fMqBzRSFXo4,A
30HVRzxUlis,A
UJ81mwKnQIg,A
ahLUtS1wuLo,A
6mdic677K0g,A
GsVlhbLJnRg,A
jt1_U_ZJszQ,A
sl048DUcAOk,A
8eHjWHhNlhM,U
6ZJysKmulSQ,A
8WUEsTfK69g,A
V31QbCpp5NM,A
amhWkhHVZtU,A
doC8MFZggTA,A
S5GHg27wYLI,A
0vU83znpub4,A
AGY9ToG4QeY,A
8hcYjSiMpqA,A
t8cnFIU7l7o,A
gJPJ3AlLs8w,A
KW5mlGuB-VY,A
JHyBdLdTULg,A
e8kHyee1z7w,A
6QfyBrs798Q,A
rtjjVv3IAiA,A
3osrKDbXPYA,A
bL8EcNoEdfE,A
429LQiPnHAs,A
FAjHnI_ypHk,A
dgagaXQznRk,A
4sBYB6VSWJU,A
fA-n0nzzT5Q,U
BPJ0729NVjw,A
MoVjyfWHa9M,U
MX2HFPF6GIw,A
71bEoeb1H9w,A
u9UUWqVquXo,A
qX8AIRsFmTA,A
d5C5MovmxCI,U
YstKC-bhu44,U
Ithf3LZ2g58,A
i8x2Kt2WOWI,A
o-KFM9_Yx9s,A
gYBtpH2QW8Q,A
hTTlT7CWRLQ,A
BhsRnLf9iNU,A
7p2a9B35Xn0,A
M5IXMCsegdw,A
zzeMkfViSYY,A
qGJ1N-FCNwk,A
bfnm2wq5aA0,A
NE1m2ttKKs4,A
-2FyTBId76k,A
DjZ30ELR6Qk,A
XuUhazJDH3I,A
Lzv6KZJ4AGM,U
PJTYYhF7WeQ,A
I1M4PdVynBY,A
6Jxqo002lxE,A
Ush7016bbpg,A
wyuGpN9nxes,A
rf-105EpVzs,A
tnnul1Sr3Ss,U
ElQOZI6I_kQ,U
TLKViEWYcTA,U
kW9ttlw6G2A,A
b-IP19mVM74,A
iVIbsB2dcP8,A
DoyeET_F6i0,A
q5fyxaZSfPg,A
BWf2n7_-v1E,A
sV6ZXD7D9Ac,A
IJalvErNHjw,A
lFfwKCrvNIM,A
v7NPDf2YoGw,A
Shg6grLTc3I,A
roqLFPrJMv4,A
EqPpCsD3yPQ,A
uRK7pukWWGE,U
Aj9BKmbhUk0,A
CYrv6Afhgro,U
nTE1JXD4uz8,A
ov6P26_od0g,A
vlNf-GPFie0,A
Os939xc66Ow,A
qgo9iSO4yBc,A
DBIZjEqR23U,A
rp9ksKK65_k,A
xC6g6kmPeNg,A
KpQugusTfYM,A
6Bq_ovlZU1k,A
aqkGoCglp_U,A
Ku1WcehRe7k,A
u9miVuRf3bQ,U
yJXjcCUpzeY,A
Q0MvUdZoejk,A
yoX0vEDn5a4,A
ysye8pvDxK8,A
zgIQzW9yrgw,A
3KgZomP36kA,A
6YUe369dZHM,U
1zY5o5P8vHw,A
UXAjgJf8anU,A
ZMt1i8C4BlY,A
3kd0I7jR62U,U
S2YSXecyIv0,A
fLBZsOj3K-M,A
nJeS7H0IQe0,A
eRc83mL8ST8,U
Xwys87rKEGQ,U
8iMKvlKoC-0,A
ri-qzCqd5OM,A
lt0_LV7yGZ8,A
g8YS_aReEQU,A
3FZ_fCMKANw,A
yIoc4DM1Ro8,A
QJAAmRTRi9g,A
PFncBhH0HjQ,A
KRGca_Ya6OM,A
rkcgzA9FZ3E,A
C7meMJI_MLA,A
9daluPPhXHo,U
fnOqzmw-JsQ,A
97Dz0QgZGDo,A
wuOH4vEUGHQ,A
ACk50pwEaPk,A
FDaBA822LtQ,A
xwZy2gehja4,A
CwkT-4vL3BA,A
rXxjfxxPF7s,A
Z0kwsV-rz9Q,A
I-w3D_nR4_E,A
w4NOBgfEHB0,U
giJk7sGf8tA,A
DSiPebpSUBY,A
dhiXT62Zntg,A
Bust50VwQto,A
HNmRnnDeYOs,A
hdX6fe7xeeA,A
kUrl8Gm7j1Q,U
4APr-LHv14w,A
8d5ImCQ1ZkU,A
x1Pjin_iHwA,A
ve-mr-fp7xk,A
ezYGcF9gOIY,A
tI4xKnxdYnI,A
A2phYuL8SzA,A
YavhESacsk8,A
HOaIfyl8V4U,A
mLpubeRc8NU,A
_xRzFsIqF0s,A
HGvnrWrudpA,A
7ASj0969dLw,U
7x9rUdDX1RU,A
TP2QeCGngS4,A
6XoMG1C10DA,A
#NAME?,A
jRi3kklhb8I,A
OQ86d9sTeaQ,A
wsnsIWQ6lYs,A
Z7YY8rSKF_M,A
8oF8sQvnTlM,U
6yq0VAriUIQ,A
6i57udsPKms,A
BmAX_lMu1V8,A
XnMJqD7X7h0,A
VRlPSuZPfYc,A
fzbSt0QG7mY,A
fVSmRQLtqTM,A
K1lSleFje44,A
TTGXrnJnSTs,A
9VjxYpURxUg,A
BaRKeQjywto,A
D4JtnM-4Lds,A
fmwmLLUckAI,A
j8IDYXEjiEA,A
TdyABA7X7i0,U
eqtaPsR2yeg,A
_pYNob0gMkg,A
hSYqaN2NxBQ,A
m5K0z-8LnhI,U
i8jJ22vrDsM,A
TOM992v8r58,A
cK-kL5QJlAs,A
rzNE-HnqPQQ,A
IOYYp4KFhko,A
BOl6sret360,A
ZiJbEygfkBk,A
TLzrlXUUPn4,A
Ldt9J5cBTTg,A
xpujCjXdFJY,A
tUrgvvGhMJY,A
MN_ebDethVU,A
Nsl_ZuivgDo,A
OEupkfMqKGY,A
PCc9WcseNvo,A
q6oBbLaRxB4,A
wUwZZaI5u0c,A
12Q3Mrh03Gk,A
0ho5SQeyV3g,A
AckGVhzgFYs,A
5Y8jjdcxXHc,A
tn6Nwpuf2TI,A
GP6EteDGutc,A
N7lXymxsdhw,A
t0APZWn2X5M,A
kh37_oh2b9A,A
EKFc1DEoO6U,A
ukymXhVO5f4,A
ypWOxn0SAsY,A
II_KhdqJdrk,A
M_1uaKglDA0,A
UwlWKQJxEmE,A
pwnerL8M1pE,A
nL9Tx6cYIP0,A
uqHIMPq1V4Y,A
